"The most powerful weapon in the war against obesity might be something we all understand: cold, hard cash.",AFFECTION IS WARMTH,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
How America's losing the war on poverty,OTHER,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
"Of course, gun control fanatics pay little attention to facts.",GOVERNMENT IS PARENT,ADVOCATING GUN CONTROL IS ZEALOTRY
She's warming up to her new brother-in-law.,OTHER,AFFECTION IS WARMTH
We're finally on the same page.,GOODNESS IS LIGHT,AGREEMENT IS PHYSICAL PROXIMITY
Who's with me?,GOODNESS IS LIGHT,AGREEMENT IS PHYSICAL PROXIMITY
Ecologists Shed New Light On Effects of Light Pollution On Wildlife,GOODNESS IS LIGHT,AID TO KNOWING IS A LIGHT SOURCE
There seems to be growing friendship between Shia Iran and its Sunni-dominated neighbours.,GOODNESS IS LIGHT,ALLIANCES ARE FRIENDSHIPS
"Fitch said in a report on Dec. 19 that it expected Congress to find a way to pull back from the “fiscal cliff,” but that it would not be “a credible plan to reduce the federal budget deficit and stabilize government debt over the medium term.”",GOVERNMENT IS A CHILDCARE PROVIDER,ALTERNATIVE LEGISLATION IS ALTERNATIVE PATH
He started going down a bad life path.,GOVERNMENT IS INFECTED,ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS
We have not found a way to stem this rising flood of gun violence.,VIOLENCE IS A FLUID,AMOUNT OF GUN VIOLENCE IS A FLUID
We are drowning in an ocean of gun violence.,VIOLENCE IS A FLUID,AMOUNT OF GUN VIOLENCE IS A FLUID
flood of guns,ARGUMENT IS PHYSICAL COMBAT,AMOUNT OF GUNS IS A FLUID
WE CANNOT HAVE ISLANDS OF PROSPERITY NEXT TO OCEANS OF POVERTY AND SQUALOR,OTHER,AMOUNT OF POVERTY IS SIZE OF GEOGRAPHIC FEATURE
"President Obama said the international community has made great strides toward locking down loose nuclear material, but warned the threat of nuclear materials falling into the hands of terrorist remains.",OPPORTUNITY IS PATHS,AMOUNT OF PROGRESS IS AMOUNT OF DISTANCE MOVED
"Senate Majority Leader Harry Reid, D-Nevada, told reporters that the next 24 hours would be ""very important"" toward efforts to reach a deal to lessen the harshest impacts of the fiscal cliff, a combination of broad tax hikes and deep spending cuts due to take effect at the start of the new year.",IDEA IS RESURRECTED,AMOUNT OF PROGRESS TOWARD ENACTING LEGISLATION IS DISTANCE MOVED ALONG A PATH
"The hallways are filled with the sounds of middle school students, primarily eighth graders, dissecting the second presidential debate from the evening before.",OTHER,ANALYZING IS DISSECTING
Those are inflammatory remarks.,OTHER,ANGER IS FIRE
She was doing a slow burn.,OTHER,ANGER IS FIRE
She was breathing fire.,OTHER,ANGER IS FIRE
Your insincere apology just added fuel to the fire.,OTHER,ANGER IS FIRE
"After the argument, Dave was smoldering for days.",GOVERNMENT IS REFEREE,ANGER IS FIRE
He was consumed by his anger.,ANGER IS FIRE,ANGER IS FIRE
He's seeing red.,OTHER,ANGER IS FIRE
He has a hot temper.,OTHER,ANGER IS HEAT
He's burning with rage.,RAGE IS BURNING,ANGER IS HEAT
"I just touched him, and he went crazy.",OTHER,ANGER IS INSANITY
You're driving me nuts!,OTHER,ANGER IS INSANITY
I'm mad!,ANGER IS FIRE,ANGER IS INSANITY
"When the up threw him out of the game, Billy started foaming at the mouth.",GOVERNMENT IS INFECTED,ANGER IS INSANITY
"If anything else goes wrong, I'll get hysterical.",OTHER,ANGER IS INSANITY
"He got so angry, he went out of his mind.",OTHER,ANGER IS INSANITY
"When my mother finds out, she'll have a fit.",GOODNESS IS LIGHT,ANGER IS INSANITY
He's tearing his hair out!,ANGER IS INSANITY,ANGER IS INSANITY
The loud music next door has got him climbing the walls!,ANGER IS HEAT,ANGER IS INSANITY
He was just about to burst with anger.,RAGE IS BURNING,ANGER IS PRESSURE IN A CONTAINER
You make my blood boil.,OTHER,ANGER IS THE HEAT OF FLUID IN A CONTAINER
I had reached the boiling point.,OTHER,ANGER IS THE HEAT OF FLUID IN A CONTAINER
Your claims are indefensible.,ARGUMENT IS ATTACKED,ARGUMENT IS PHYSICAL COMBAT
He attacked every weak point in my argument.,OPPORTUNITY IS PATHS,ARGUMENT IS PHYSICAL COMBAT
His criticisms were right on target.,GOODNESS IS LIGHT,ARGUMENT IS WAR
I blew his argument out of the water.,GOODNESS IS LIGHT,ARGUMENT IS PHYSICAL COMBAT
I've never won an argument with him.,CONTROL IS IN,ARGUMENT IS PHYSICAL COMBAT
"You disagree? OK, shoot!",ARGUMENT IS PHYSICAL COMBAT,ARGUMENT IS PHYSICAL COMBAT
"If you use that strategy, he'll wipe you out.",OPPORTUNITY IS PATHS,ARGUMENT IS PHYSICAL COMBAT
He shot down all of my arguments.,ARGUMENT IS PHYSICAL COMBAT,ARGUMENT IS PHYSICAL COMBAT
He bombarded them with clever arguments.,THINKING IS OBJECT MANIPULATION,ARGUMENT IS WAR
His criticisms were right on target.,GOODNESS IS LIGHT,ARGUMENT IS WAR
Five is made up of two plus three.,THINKING IS OBJECT MANIPULATION,ARITHMETIC IS OBJECT CONSTRUCTION
"If you put 2 and 2 together, you get 4.",THINKING IS OBJECT MANIPULATION,ARITHMETIC IS OBJECT CONSTRUCTION
We need to know how big of a problem that is.,GOVERNMENT IS INFECTED,ASSESSING IS MEASURING
Our conservation program needs your support.,GOVERNMENT IS PARENT,HELP IS PHYSICAL SUPPORT
I've really been leaning on my friends the past few months.,GOVERNMENT IS BABYSITTER,HELP IS PHYSICAL SUPPORT
"You could talk about the dealerships, auto dealerships that were closed down when the government got control of a couple of the auto companies, an awful lot of people lost jobs, businesses were closed, and so on.",GOVERNMENT IS REFEREE,ATTAINING CONTROL IS GAINING A POSSESSION
"The Shadow Party: How George Soros, Hillary Clinton, and Sixties Radicals Seized Control of the Democratic Party",GOVERNMENT IS INFECTED,ATTAINING CONTROL IS GAINING A POSSESSION
"If you soak it in water, the wood will lose its rigidity.",GOODNESS IS LIGHT,ATTRIBUTES ARE ENTITIES
She has a sunny disposition.,GOODNESS IS LIGHT,ATTRIBUTES ARE POSSESSIONS
This place has lost a lot of its charm.,OTHER,ATTRIBUTES ARE POSSESSIONS
The new mustache gave him an older appearance.,GOODNESS IS LIGHT,ATTRIBUTES ARE POSSESSIONS
"In a democratic government, authority is given to it by the people.",GOVERNMENT IS SHEPHERD,ATTRIBUTES OF GOVERNMENT ARE ENTITIES
This movie stinks!,CRIMINALS IS REINING,BAD IS STINKY
He's no longer with us.,OTHER,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION
He's gone / departed.,OTHER,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION
He is an upstanding citizen.,GOODNESS IS LIGHT,BEING GOOD IS BEING UPRIGHT
I refuse to stoop to that kind of behavior.,GOODNESS IS LIGHT,BEING IMMORAL IS BEING LOW
The prescribing physician is in the best position to evaluate a patient's treatment history and options.,GOODNESS IS LIGHT,BEING POISED TO KNOW IS BEING POSITIONED TO SEE WELL
Hold on to your beliefs and never let them go.,OTHER,BELIEFS ARE POSSESSIONS
He was filled with anger.,ANGER IS FIRE,BODY IS A CONTAINER FOR EMOTIONS
She couldn't contain her joy.,JOY IS CONTAIN,BODY IS A CONTAINER FOR EMOTIONS
She was brimming with rage.,OTHER,BODY IS A CONTAINER FOR EMOTIONS
Lost in the bureaucratic maze of city's criminal justice system,GOVERNMENT IS MACHINE,BUREACRACY IS A MAZE
The creation of this board of unelected bureaucrats is yet another tentacle of the Obama Administration digging its way into the doctors-patient relationship.,GOVERNMENT IS BABYSITTER,BUREACRACY IS AN OCTOPUS
"Confronted with the grinding cogs of bureaucracy, but needing a new cap, Coltrane shrugged and filled out the form.",OTHER,BUREAUCRACY IS A MACHINE
"You could call me just a work-for-hire hack, and a willing, contented cog in a bureaucratic machine.",GOVERNMENT IS MACHINE,BUREAUCRATS ARE MACHINE PARTS
It's Now Apple And Samsung's Game To Lose--Everyone Else Is An Also-Ran,COMPETITION IS A RACE,BUSINESS COMPETITION IS COMPETITIVE SPORTS
Here are some tips to grow your business.,BUSINESS IS GROW,BUSINESSES ARE LIVING ENTITIES
Stars whose careers collapsed in a relatively short amount of time,OTHER,CAREER IS A BUILDING
How to make a career out of things you would do even for free.,GOODNESS IS LIGHT,CAREER IS A COMPLEX STRUCTURE
Tomatoes technically fall within the fruit category.,GOODNESS IS LIGHT,CATEGORIES ARE BOUNDED REGIONS
"I wouldn't put him in the friend category, exactly.",TRUST IS FOUNDATIONS,CATEGORIES ARE BOUNDED REGIONS
The noise is giving me a headache.,THINKING IS OBJECT MANIPULATION,CAUSATION IS OBJECT TRANSFER
She was forced into an arranged marriage.,INFLUENTIAL NATIONS ARE LEADERS,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Her parents kept pushing her until she succeeded.,OPPORTUNITY IS DOOR,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Regulations keep me from moving ahead with this housing project.,OTHER,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
Sudden illness stopped his progress.,SICKNESS IS DOWN,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He's really gotten hung up at that step in the process.,GOVERNMENT IS HANDOUT,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He is so caught up in his work he can't do anything else.,GOODNESS IS LIGHT,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He was held up in the meeting.,GOODNESS IS LIGHT,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
The trial thrust O.J.'s attorney's into the limelight.,GOVERNMENT IS REFEREE,CAUSES ARE FORCES
FDR's leadership brought the country out of the depression.,GOODNESS IS LIGHT,CAUSES ARE FORCES
That experience pushed him over the edge,GOVERNMENT IS INFECTED,CAUSES ARE FORCES
Thriving community centers have proven to be an effective treatment against violent crime in a number of neighborhoods.,GOVERNMENT IS CURE,CAUSING DECREASE IN CRIME IS TREATING DISEASE
Another round of cuts will cripple the economy.,GOVERNMENT IS INFECTED,CAUSING ECONOMIC HARDSHIP IS CAUSING PHYSICAL HARM
"... allow courts to circumvent the First Amendment, slowly eroding the freedom of the press in a much more subtle manner than if they gagged the media directly.",GOVERNMENT IS WITHERED,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH
The government should not muzzle the press.,GOVERNMENT IS SHOULDERS,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH
The plans for the trip have finally been firmed up.,GOVERNMENT IS MACHINE,CERTAIN IS FIRM
Next year's budget is fairly solid at this point.,OPPORTUNITY IS PATHS,CERTAIN IS FIRM
The US handed over control of the prisoners to Afghan authorities.,CONTROL IS VERTICALITY,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
The Democrats wrested control of four governerships from the Republicans,OTHER,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
The government acquired control of the company's assets.,GOVERNMENT IS SHEPHERD,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
I got a headache.,THINKING IS OBJECT MANIPULATION,CHANGE OF STATE IS CHANGE OF POSSESSION
My headache went away.,GOODNESS IS LIGHT,CHANGE OF STATE IS CHANGE OF POSSESSION
He lost his faith.,GOODNESS IS LIGHT,CHANGE IS LOSS
He got rid of his headache.,GOVERNMENT IS PARENT,CHANGE IS LOSS
He went crazy.,OTHER,CHANGE OF STATE IS CHANGE OF LOCATION
He fell into a depression.,GOVERNMENT IS PARENT,CHANGE OF STATE IS CHANGE OF LOCATION
I came out of my depression.,GOODNESS IS LIGHT,CHANGE OF STATE IS CHANGE OF LOCATION
He went over the edge.,OTHER,CHANGE OF STATE IS CHANGE OF LOCATION
Things have gone from bad to worse lately.,WORDS IS CAPTURING,CHANGE OF STATE IS CHANGE OF LOCATION
I got a headache.,THINKING IS OBJECT MANIPULATION,CHANGE OF STATE IS CHANGE OF POSSESSION
My headache went away.,GOODNESS IS LIGHT,CHANGE OF STATE IS CHANGE OF POSSESSION
One down of the three pillars of “unalienable” rights that hold up this great country of ours.,GOVERNMENT IS REFEREE,CITIZEN RIGHTS ARE PHYSICAL STRUCTURES
,NONE,POLITICAL UNREST IS A WILDFIRE
"This is an usagainst-them battle, but the “them” are those who would dismantle our rights.",GOODNESS IS LIGHT,CITIZEN RIGHTS ARE PHYSICAL STRUCTURES
Don't let anyone take away your right to vote.,VOTING IS SPEAKING,CITIZEN RIGHTS ARE POSSESSIONS
Do gun rights protect against tyranny?,GOODNESS IS LIGHT,CITIZEN RIGHTS ARE SHIELDS FROM HARM
We need to protect our rights from infringement.,GOVERNMENT IS PARENT,CITIZEN RIGHTS ARE TERRITORIES
Nine reasons why we should fire Congress,GOODNESS IS LIGHT,CITIZENS ARE EMPLOYERS
Snitch Culture: How Citizens are Turned into the Eyes and Ears of the State,GOVERNMENT IS WITHERED,CITIZENS ARE EYES AND EARS
This new slavery is a total dependence by individuals and families on government for the materials and funds necessary to maintain a minimum standard of living.,GOVERNMENT IS PARENT,CITIZENS ARE SLAVES
...the people of America’s needs and priorities become second to the needs of the state and the people of America become enslaved to the state.,GOVERNMENT IS PARENT,CITIZENS ARE SLAVES
My mind was racing.,OTHER,COGNIZING IS BODILY FUNCTIONING
My mind is tired.,MIND IS TIRED,COGNIZING IS BODILY FUNCTIONING
Do I have to draw a picture for you?,GOODNESS IS LIGHT,COMMUNICATING IS DRAWING A PICTURE
He painted an idyllic picture of their life together.,GOODNESS IS LIGHT,COMMUNICATING IS DRAWING A PICTURE
I've been feeding him stock market tips for weeks.,GOODNESS IS LIGHT,COMMUNICATING IS FEEDING
This book will guide you step by step how to apply for citizenship.,GOODNESS IS LIGHT,COMMUNICATING IS GUIDING
You gave me a great idea!,GOODNESS IS LIGHT,COMMUNICATING IS OBJECT TRANSFER
Try to pack more thoughts into fewer words.,WORDS IS CAPTURING,COMMUNICATING IS OBJECT TRANSFER
Whenever you have a good idea practice capturing it in words.,GOODNESS IS LIGHT,COMMUNICATING IS OBJECT TRANSFER
Don't force your meanings into the wrong words.,GOODNESS IS LIGHT,COMMUNICATING IS OBJECT TRANSFER
Try to get your thoughts across better.,GOODNESS IS LIGHT,COMMUNICATING IS OBJECT TRANSFER
You still have to give me an idea of what you mean.,GOODNESS IS LIGHT,COMMUNICATING IS OBJECT TRANSFER
He pointed out that global warming is real.,OTHER,COMMUNICATING IS POINTING
Let me illustrate the theory with some examples.,GOODNESS IS LIGHT,COMMUNICATING IS SHOWING
I'm now going to show you that you are wrong.,GOODNESS IS LIGHT,COMMUNICATING IS SHOWING
We have to restructure this firm.,GOVERNMENT IS PARENT,COMPANY IS A COMPLEX STRUCTURE
The arms race.,CONTROL IS VERTICALITY,COMPETITION IS A RACE
"We’ve been playing chess for years, and he’s finally pulling ahead of me.",OPPORTUNITY IS DOOR,COMPETITION IS A RACE
"He’s a better writer than I am, and he’s widening the distance.",GOODNESS IS LIGHT,COMPETITION IS A RACE
Vanity finally drove me to have the operation.,GOODNESS IS LIGHT,COMPULSION IS A COMPELLING FORCE
Wake up!,GOODNESS IS LIGHT,CONSCIOUS IS UP
I'm up!,GOODNESS IS LIGHT,CONSCIOUSNESS IS VERTICALITY
“Your dead kids don’t trump my Constitutional rights.”,OTHER,CONSIDERING THE IMPORTANCE OF RIGHTS IS PLAYING A GAME
There is both cotton and polyester in that shirt.,OTHER,CONSTITUENTS ARE CONTENTS
This drink is loaded with vitamins.,GOODNESS IS LIGHT,CONSTITUENTS ARE CONTENTS
Our agenda is packed with events.,GOVERNMENT IS PARENT,CONSTITUENTS ARE CONTENTS
There are seven days in a week.,GOODNESS IS LIGHT,CONSTITUENTS ARE CONTENTS
This SUV sure is a gas guzzler.,GOVERNMENT IS PARENT,CONSUMING RESOURCES IS EATING
Demand for paper goods is eating away at our planet's forests.,WOMAN IS WITHERED,CONSUMING RESOURCES IS EATING
Developing nations are gobbling up our fossil fuels at any alarming rate.,AFFECTION IS WARMTH,CONSUMING TOO MANY RESOURCES IS EATING TOO MUCH FOOD
The United States' insatiable appetite for electronics will entirely consume our supply of rare metals.,GOVERNMENT IS INFECTED,CONSUMING TOO MANY RESOURCES IS EATING TOO MUCH FOOD
His actions are beyond my control.,GOODNESS IS LIGHT,CONTROL IS A BOUNDED REGION
The whole situation spiraled out of (our) control.,GOVERNMENT IS INFECTED,CONTROL IS A BOUNDED REGION
He returned to power.,GOODNESS IS LIGHT,CONTROL IS A BOUNDED REGION
The president is in control of the executive branch.,CONTROL IS IN,CONTROL IS A BOUNDED REGION
President Mubarak has stepped down from power.,OTHER,CONTROL IS A BOUNDED REGION
He has control over all the workers.,CONTROL IS VERTICALITY,CONTROL IS A POSSESSION
The president kept his hold on power.,POWER IS RISE,CONTROL IS A POSSESSION
She regained control of the assembly.,ASSEMBLY IS FOLLOW,CONTROL IS A POSSESSION
He possesses the power to heal small animals.,OTHER,CONTROL IS A POSSESSION
He's putty in her hands.,GOODNESS IS LIGHT,CONTROL IS OBJECT MANIPULATION
I am on top of the situation.,GOODNESS IS LIGHT,CONTROL IS UP
He's in a superior position.,OTHER,CONTROL IS UP
He's in the high command.,GOODNESS IS LIGHT,CONTROL IS UP
He's in the upper echelon.,GOODNESS IS LIGHT,CONTROL IS UP
His power rose.,POWER IS RISE,CONTROL IS UP
Report to your superiors for duty.,GOVERNMENT IS REFEREE,CONTROL IS VERTICALITY
He's the low man on the totem pole.,INFLUENTIAL NATIONS ARE LEADERS,CONTROL IS VERTICALITY
Napoleon's skill at the siege of Toulon while only an artillery captain under General Jacques Dugommier was to start Napoleon on the path of greatness; a rise to power that was to be incredibly rapid.,ABILITY TO EVALUATE GOVERNMENT IS ABILITY TO SEE,CONTROL IS VERTICALITY
Relax. We've got everything under control.,GOVERNMENT IS REFEREE,CONTROL IS VERTICALITY
Rescuing Iranian Sailors? U.S. Says It Is Just Doing Its Duty,GOODNESS IS LIGHT,COOPERATIVE NATIONS ARE GOOD CITIZENS
California Cities Struggling Under Wave of Corruption,GOVERNMENT IS INFECTED,CORRUPTION IS A DESTRUCTIVE NATURAL PROCESS
FIFA facing corruption 'tsunami',CORRUPTION IS WAVE,CORRUPTION IS A DESTRUCTIVE NATURAL PROCESS
Our government is afflicted with the cancer of corruption.,GOVERNMENT IS CANCEROUS,CORRUPTION IS A DISEASE
Corrupt officials are infecting our government at every level.,GOVERNMENT IS INFECTED,CORRUPTION IS A DISEASE
"Our nation has been infested with the termites of corruption, the worms of immorality, and a virus of indifference and apathy.",GOODNESS IS LIGHT,CORRUPTION IS A TERMITE INFESTATION
Stopping the rot in public life.,GOVERNMENT IS INFECTED,CORRUPTION IS DECAY
Corruption is eroding the public trust in government.,GOVERNMENT IS INFECTED,CORRUPTION IS EROSION
Out of these discussions will grow legislation of farreaching importance.,GOVERNMENT IS LEAD,LAWS ARE PLANTS
The solution only created more problems.,OTHER,CREATING IS MAKING
Crime has infected communities everywhere.,CRIME IS INFECTED,CRIME IS A DISEASE
Crime is a beast ravaging the city.,CRIME IS BEAST,CRIME IS AN ANIMAL
He attacked the speaker with harsh words of criticism.,CRITICISM IS ATTACKED,CRITICIZING IS ATTACKING
Obama and Romney Strike Blows Over Benghazi,OTHER,DEBATING IS ONE-ON-ONE PHYSICAL FIGHTING
Credit card debt has been growing significantly,DEBT IS GROWING,DEBT IS AN ORGANISM
,NONE,POLITICAL UNREST IS A WILDFIRE
Debt is holding me back from reaching my goals.,DEBT IS GROWING,DEBT IS PHYSICAL IMPEDIMENTS TO MOTION
He is far more intelligent than he looks.,OTHER,DEGREE IS DISTANCE ALONG A PATH
He is a person of very high moral standards.,GOODNESS IS LIGHT,DEGREE OF MORALITY IS PHYSICAL HEIGHT
"To us, culture and spirituality are very close concepts.",OTHER,DEGREE OF SIMILARITY IS DEGREE OF PROXIMITY
fledgling democracy,GOODNESS IS LIGHT,DEMOCRACY IS A BIRD
democracy spreads its wings,GOVERNMENT IS PARENT,DEMOCRACY IS A BIRD
plant the seeds of democracy,GOVERNMENT IS INFECTED,DEMOCRACY IS A PLANT
democracy blossoms,GOODNESS IS LIGHT,DEMOCRACY IS A PLANT
democracy for sale,GOVERNMENT IS BUSINESS,DEMOCRATIC IDEOLOGY IS A COMMODITY
He's drooling over a new car.,GOVERNMENT IS REFEREE,DESIRE IS HUNGER
He hungered for her attention.,THINKING IS OBJECT MANIPULATION,DESIRE IS HUNGER
Tips on how to cultivate openness to change.,OPPORTUNITY IS PATHS,DEVELOPING AN ATTRIBUTE IS CULTIVATION
"To be cool, you have to wear your overalls this way.",GOVERNMENT IS INFECTED,DIFFERENT MEANS OF ACHIEVING A PURPOSE ARE DIFFERENT PATHS TO A DESTINATION
She solved the problem a different way.,GOODNESS IS LIGHT,DIFFERENT MEANS OF ACHIEVING A PURPOSE ARE DIFFERENT PATHS TO A DESTINATION
Do it any way you can.,OPPORTUNITY IS PATHS,DIFFERENT MEANS OF ACHIEVING A PURPOSE ARE DIFFERENT PATHS TO A DESTINATION
However you want to go about repairing it is fine with me.,GOODNESS IS LIGHT,DIFFERENT MEANS OF ACHIEVING A PURPOSE ARE DIFFERENT PATHS TO A DESTINATION
Our project has hit a roadblock.,GOVERNMENT IS PARENT,DIFFICULTIES ARE IMPEDIMENTS TO MOVEMENT
What's holding you back from pursuing your dreams?,GOVERNMENT IS A DISEASE,DIFFICULTIES ARE IMPEDIMENTS TO MOVEMENT
They faced some tough problems at the beginning of their marriage but got over them quickly.,GOODNESS IS LIGHT,DIFFICULTIES ARE IMPEDIMENTS TO MOVEMENT
We have a lot of hurdles to get over in our relationship.,GOVERNMENT IS HANDOUT,DIFFICULTIES IN A ROMANTIC RELATIONSHIP ARE IMPEDIMENTS TO MOTION ALONG A PATH
Recently enacted policies provide cover for companies engaged in illicit activities.,CORRUPTION IS ERODING,DIFFICULTIES IN KNOWING ARE VISUAL OBSTRUCTIONS
My life is going nowhere - I'm just spinning my wheels.,GOVERNMENT IS MACHINE,DIFFICULTIES IN PROGRESSING THROUGH LIFE ARE IMPEDIMENTS TO MOTION ALONG A PATH
This is a very hard problem to solve.,GOODNESS IS LIGHT,DIFFICULTY IS HARDNESS
I have a heavy workload this year.,OPPORTUNITY IS PATHS,DIFFICULTY IS HEAVINESS
This situation is hard to bear.,OTHER,DIFFICULTY IS HEAVINESS
