"The first step in the revolution by the working class is to raise the proletariat to the position of ruling class, to win the battle of Democracy.",DEMOCRACY IS A PLANT
"If we want to get rid of the failures of Stalinism associated with the left, we need to be at the forefront of the struggle for democracy and realize that ""that the first step in the revolution by the working class is to raise the proletariat to the position of ruling class to win the battle of democracy",DEMOCRACY IS A PLANT
"The battle for democracy demands a high price of its champions, but their number continues to proliferate.",DEMOCRACY IS A PLANT
"President Obama would not need to expend all of his energy fighting the election battle for the next two years, especially when we need to focus on the matters at hand â€“ in terms of the economy, job growth, our deficit, climate change, etc.",ELECTION IS WAR
"But he is in a dogfight in a potential general election battle against Democrat Alison Lundergran Grimes, the Bluegrass state's secretary of state.",ELECTION IS WAR
"A trio of civil rights groups and a labor union on Monday filed briefs in a Washington federal appeals court, joining a government battle to regulate UPMC as a federal contractor subject to affirmative action compliance audits.",GOVERNMENT REGULATION IS A BURDEN 
The news came after the Bank of England cut interest rates to a record low of 1.5 percent on Thursday as it and the government battle to prevent Britain falling further into a recession that has cost thousands of jobs.,ECONOMIC HARDSHIP IS PHYSICAL HARM
"The Department of Child & Family Studies, in partnership with Florida KIDS COUNT which disseminates national, statewide and county-level data on key indicators for Florida's children, reached out to Children's Services Councils and various state partners to find out what is being done in their communities to support the growing number of children and families caught in the poverty battle.",POVERTY IS A DISEASE
The owner of the popular Brighton Beach-based Tatiana's Restaurant (3152 Brighton 6th Street) lost a tax battle due to a ruling that will cost her hundreds of thousands of dollars.,TAXATION IS A BURDEN
The authors challenge the U.S. government to lead the tax competition battle in the international marketplace.,GOVERNMENT REGULATION IS A BURDEN
We are prepared to make this the biggest taxpayer battle since Proposition 13.,GOVERNMENT REGULATION IS A BURDEN
The 113th Congress is a beacon of hope for women like me who have been waiting for stronger representation in government for years now.,GOVERNMENT IS A BEACON OF HOPE
"Yesterday, I sat through the Senate Foreign Relations Committee and listened to Secretary of State John Kerry prattle on about how the US government is a beacon of hope and leadership.",GOVERNMENT IS A BEACON OF HOPE
"Democracy Besieges Iraq The pro-occupation Washington Times began their coverage of today's illigitmate 'election-under-occupation' in Iraq with these words,",DEMOCRACY IS A BESIEGED ENTITY
"Optimists hailed a region-wide birth of democracy, as though the Middle East and North Africa were following the path blazed in Eastern Europe during the anti-communist revolutions of 1989.",DEMOCRACY IS A JOURNEY
The wave-like pattern of the Intifada its pains and sufferings are all reminiscent of the process of birth,SOCIAL PROBLEMS ARE BIRTH
She was no innocent suddenly caught up in a national scandal; she is precisely one of those petty bureacrats who expertly wields the bludgeon of government to serve her interests.,BUREAUCRATS ARE MACHINE PARTS
the mind is a body.,MIND IS A BODY
Deliver him from the bondage of being a beggar.,POVERTY IS A BONDAGE
Freeing our society from the bondage of government requires a love of freedom greater than the love of selfish desire.,FREEDOM IS A VALUABLE POSSESSION
Democracy is a bonfire; the American people kindle the flame.,DEMOCRACY IS A FIRE
the vegetation was supposed to be a jocular portrait by Gauguin of Madeleine the pears her breasts the dense flowers her hair,OTHER
"For those owners that already are educated in the regulations (AKA pilots/owners) and understand what it takes to maintain and fly a safe aircraft, this new regulation would be a breeze.",EASE OF ACTION IS EASE OF MOTION ALONG A PATH
the mind is a builder.,MIND IS A BUILDER
"The purpose of this article is to demonstrate, in some selected examples, how effective tax planning can accelerate the building of wealth for retirement and how ineffective tax planning can hold back even an astute investor.",WEALTH IS A BUILDING
"May 29, 2007 In theory, democracy is a bulwark against socially harmful policies.",DEMOCRACY IS A DEFENSE AGAINST HARM
The Senate is a bulwark against an avalanche of really extreme legislation.,LEGISLATURE IS A DEFENSE AGAINST HARM
"In this view, democracy is a burden and a hindrance, and enlightened authoritarianism can better serve the people",DEMOCRACY IS A BURDEN
"Login Reply #19: Guns are a burden, an obstacle to life, liberty and pursuit of happiness [View All]",GUNS ARE A BURDEN
"Increased food costs mean a lower or middle class family has less money to spend on other necessities, like childcare or transportation, increasing the tax's burden on already stressed families.",TAXATION IS A BURDEN
"Great wealth is a great burden, and to have more than you can use, is to care for more than you want.",EXCESS WEALTH IS A BURDEN
"The GOP, however, does have pretty good record, if you will with buying elections, with massive negative ad spending, and have good grass roots fundraising even when the RNC is lacking focus on them.",POLITICS IS A COMPETITION
Its conically-roofed tower hugged about by a brood of smaller roofs shaped like candle snuffers is visible for miles,OTHER
It is her body as the canvas her appearance as art,OTHER
the past is a captor.,PAST IS A CAPTOR
"The teachers union not only plays the poverty card, but by battling reforms, ensures that the impoverished will remain that way ""No Education Reform Without Tackling Poverty, Experts Say,"" is the title of an article on the National Education Association website.",POVERTY IS A BARRIER
"The Blogmanac is dedicated to the 353 victims of Australia's shame, the SIEVX disaster, and casualties of poverty and authority worldwide.",POVERTY IS A CASUALTY
"More productive pursuits become the casualties of taxation, which then reinforces the bias in favour of land speculation.",TAXATION IS A CASUALTY
If change does not come we might be seeing the final chapter of American democracy.,DEMOCRACY IS A BOOK
Facebook0 Twitter0 livefyre Email Print Americans Get a Peek into Constitutional Chasm; Santorum: Still Ferocious Supremes Dive Into Constitutional Chasm on Obama Health Law ADVERTISEMENT ADVERTISEMENT,DEMOCRACY IS A CHASM
These measures would help close the wealth chasm.,INEQUALITY IS A CHASM
"I will be out in the city today, feeling the vinous veinous thrust of blood, the apple-red circulation of democracy, its carnal knowledge without wisdom.",DEMOCRACY IS A CIRCULATION
Shutting off the supply of guns to criminals means thwarting the informal circulation of guns among the friends and associates of these men and stemming the supply obtained through theft.,GUN CONTROL IS A CIRCULATION
"The collapse of the Mobutu dictatorship led to a collision between two forms of opposition to Mobutu, the internal opposition exemplified by Tshisekedi, committed to non-violent direct action, and the armed opposition, based abroad, exemplified by Kabila.",POLITICAL CONFLICT IS A COLLISION
"Over the past quarter century, the world has witnessed the fall of communism in Eastern Europe, the end of apartheid in South Africa, and the collapse of military dictatorships in Latin America.",GOVERNMENT FAILURE IS A COLLAPSE
"14 Fearing the collapse of the Salvadoran government, the United States dramatically increased foreign aid and bolstered the Salvadoran military by providing advisers and supplying helicopters and attack aircraft.15",GOVERNMENT FAILURE IS A COLLAPSE
Its role: to participate in actions where NATO itself is not willing to take part; meaning where the US does not have a clear strategic interest (one good example of that was the collapse of government authority in Albania in 1997).,GOVERNMENT FAILURE IS A COLLAPSE
"Seriously, don't go by anything that guy said, and don't think for a second that this idiot represents everyone in the firearms community.",OTHER
"Pressures to attract mobile capital through international ""tax competition"" will continue to increase.",TAX COMPETITION IS A PRESSURE
"The Organization for Economic Cooperation and Development recently concluded that the developed world should eliminate ""harmful tax competition"" between states.",TAX COMPETITION IS A PRESSURE
"A general equilibrium model is constructed to study tax competition, where local governments compete for capital by holding down property tax rates and public expenditure levels.",TAX COMPETITION IS A PRESSURE
"As mentioned earlier, we can see selling of illegal drugs as an answer to the conflict of poverty for young black men.",CRIME IS AN ANSWER TO POVERTY
"I'll give you a hint, it was involving a taxation conflict.",TAXATION IS A CONFLICT
"These different versions of democracy pose distinct conflicts among ethical values linked to science and technology, as well as suggest different solutions to those problems.",DEMOCRACY IS A CONFLICT
"As we celebrate Texas Independence Day, I need to inform you of the status of the latest in a House election contest that has dealt with one of the most fundamental rights we have to preserve the freedom that Texans and Tejanos fought and died for 175 years ago- the right to vote.",DEMOCRACY IS A CORNERSTONE
The Clinton administration claims democracy is a cornerstone of U.S. policy.,DEMOCRACY IS A CORNERSTONE
"Who spends more time defending the role of money in politics, free-market-loving libertarians or do-gooder leftists who think that money corrupts?",MONEY IN POLITICS IS A CORRUPTION
"It is in this way, no less than by its direct interference, that aggregated wealth corrupts government, and helps to make politics a trade.",WEALTH IS A CORRUPTION
"Even a gun, is a crime if it does not belong to you.",GUNS ARE A CRIME
Poverty is a crime for which both Labor and Liberal parties in government are responsible.,POVERTY IS A CRIME
"To him, wealth is a crime.",WEALTH IS A CRIME
Not a gun crisis...lol.,OTHER
Trying to discuss the issue with the gun cult is pointless.,OTHER
The gun cult have made rationalization an art form.,OTHER
I first bumped-into the internet gun cult in 1994 on USENET in talk.politics.guns.,OTHER
The gun cult and their stooges won't allow it to be released.,OTHER
"Such is the downright satanic power of the gun cult in this country, however, that Martinez may as well never have spoken.",OTHER
"Direct democracy is a very natural way of democracy cultivation, comprehensible and acceptable even for members of primitive societies, and direct participation in the making of public policy overcomes political alienation and apathy.",DEMOCRACY IS A CULTIVATION
The Arab Spring arose from the prescription of political reform as the democracy cure for what ails the Muslim world.,DEMOCRACY IS A CURE
Guns cure everything.,GUNS ARE A CURE
"I agree with Litman's implication that poverty is a cure for congestion, but I don't think it is an appropriate one.",POVERTY IS A CURE
"Multiply Huxley's formula by countless politicians endlessly reciting ""low taxes create economic growth,"" in innumerable elections for offices at every level for the last 30 years, supported in turn by a legion of corporately sponsored think tanks cranking out selective  ""documentation"" , and we have the Received Wisdom of 21st century American politics: Low taxes cure anything that might ail us.",LOW TAXES ARE A CURE
There is a tendency to think that wealth is a cure for one's barbaric and primitive tendencies when it merely just mask it from the outside world.,WEALTH IS A RESOURCE
It may seem a little odd for prison staff to be looking at their prisoners as customers but they are the direct consumers of our service explained Mr Stephen Twinn prison director,OTHER
"But in general people greatly over-do the caution and doubt thing, to the great damage of democracy, my main point in #24 above.",DEMOCRACY IS A PLANT
"But I propose the AMaxT entirely to limit the economic damage of taxation, a goal you must consider even if you think it's ""fair"" to take every cent of a rich person's income.",TAXATION IS CAUSING HARM
"I promise, the junior-level civil servants and military types know very, very well how the bureaucracy damages the entire system.",BUREAUCRACY IS A MACHINE
"Heinous allegations of abuse were charged against some tasked with caring for the most helpless, education proponents couldn't agree on the best way to teach local students, and the death of a bureaucracy left City officials scrambling to preserve their ability to spruce up the downtown.",DEATH OF DEMOCRACY IS PHYSICAL DEATH
"That brain freeze moment was widely regarded as the death of Perry's campaign for the presidency, yet his ad people are turning it around and trying to paint it as a positive.",OTHER
"Post-modern grassroots movements identify modernity with the death of democracy, not its flourishing.",DEMOCRACY IS A PLANT
"To paraphrase Mark Twain, rumors of the death of guns have been greatly exaggerated.",GUNS ARE OBJECTS OF WORSHIP
"The only person in perhaps seven hundred years who has truly walked in the steps of St. Paul, and his Lord, Jesus, is St. Francis, who died a miserable death of poverty, giving his life to the well being of others, whomever they were.",POVERTY IS PHYSICAL HARM
(The other gun debate... best choice for home defense!),GUN RIGHTS ARE VALUABLE POSSESSIONS
"BigBut: Over time, the 10Percenters Wealth decreases as they pay off the Debt and thus their Net Worth increases.",WEALTH IS A RESOURCE
"In these ways, AIDS reinforces gender inequities, deepens household poverty and threatens future generations (2004 Report on the Global AIDS Epidemic, UNAIDS).",POVERTY IS A DISEASE
"The unqualified arrogance of last week's letter from Michael Crowley was astounding (""Democracy Defeats Terrorism,"" issue of Dec. 1-7).",DEMOCRACY IS A TOWN MEETING
"Poverty and food security are heterogeneous phenomena in most countries; types and <<depth>> of [[poverty]], measured in different ways, vary between and within countries and regions.",AMOUNT OF POVERTY IS SIZE OF GEOGRAPHIC FEATURE
"Poverty and food security are heterogeneous phenomena in most countries; types and depth of poverty, measured in different ways, vary between and within countries and regions.",AMOUNT OF POVERTY IS SIZE OF GEOGRAPHIC FEATURE
"Defining a poverty line is necessary if we are going to analyze not only the incidence of poverty, but also the depth of poverty (how poor are the poor?) and the duration of poverty (how long are the poor, poor?)",AMOUNT OF POVERTY IS SIZE OF GEOGRAPHIC FEATURE
"Obviously slavery is wrong, which is why we need to seriously reconsider our current depth of taxation.",TAXATION IS SLAVERY
"Many Americans are falling deeper into depths of poverty The economy may be expanding, but the percentage of Americans earning less than half the U.S. Census threshold for poverty is at a 32-year high, and even those just above the threshold are in danger of slipping.",AMOUNT OF POVERTY IS SIZE OF GEOGRAPHIC FEATURE
Poverty destroys because it is invisible.,POVERTY IS INVISIBILITY
"AP: I think the unchecked power of the corporations over the last 100 years has played a key role in the destruction of democracy in many, many areas.",DEMOCRACY IS A BUILDING
"While nonâ€“gun advocates may strain to see the link between prohibiting the destruction of guns and defending the Second Amendment, it makes sense when you consider the attitude of the NRA and its supporters: any encroachment on gun rights--defined as the right to own any firearm, at any time--is a threat to all gun rights.",GUN CONTROL IS PHYSICAL RESTRAINT
"A lifelong socialist, King saw poverty and racism intrinsically linked and as thus, gave a convincing argument for democratic socialism being the only hope for the destruction of poverty and racism in America, stating:",POVERTY IS A DISEASE
The devastation of democracy is clearly evident in the historical record.,DEMOCRACY IS A BUILDING
There are many proven strategies to guard your wealth against the devastation of taxation.,TAXATION IS CAUSING HARM
"A bearish trend that seeks to re-calibrate the bullish mindset through devastation of wealth In either case, the goal is the same: To create a dislocation in market psychology that yields the ammunition necessary to take on the convergence of technical resistance points we are currently facing.",WEALTH IS A RESOURCE
"Even so, given our firsthand observations, we strongly believe that the diagnosis of Bolivian democracy as in danger and eroding is preemptive and unfounded.",DEMOCRACY IS A BUILDING
"Once this dynamic takes hold, real estate turns into a wealth disaster.",WEALTH IS A RESOURCE
But several of them want to characterize that as a disintegration of bureaucracy.,BUREAUCRACY IS A MACHINE
"Democracy hasn't saved many of these counties, so why must the United States continue to persist in democracy domination of the world?",DEMOCRACY IS A BUILDING
Following the 2010 Congressional election domination by the Republicans it seemed all but likely that the trend would continue over the next few yeas and Obama would likely be defeated.,ELECTION IS A RACE
"Well, let me say first, that I think we're all advocating for change; we all want to change the status quo, which is George Bush and the Republican domination of Washington for so many years.",DOMINATION IS CONTROL
For you financial domination equals tax domination.,WEALTH IS POWER
"The guns are supposed to be checked in, but once you open the gun door, well, shit happens.",GUNS ARE OBJECTS
"It was not a person the Occupy Wilmington group mourned, but what they call the downfall of democracy.",DEMOCRACY IS A BUILDING
Understanding the drama of democracy: looking back at the 7th international conference in Interpretive Policy Analysis,DEMOCRACY IS A STAGE
he debate over the automatic cuts parallels the presidential election duel over fiscal visions between President Obama and Mitt Romney.,ELECTION IS A BOXING MATCH
"At the same time, Myanmar is of vital strategic and economic importance to China and it clearly does not want to jeopardize its still delicate relationship with the junta by joining Western boycotts, condemnations and calls for the emergence of more democracy.",DEMOCRACY IS A BUILDING
"Promissory Notes do â€“ if they are negotiable but if they're not attached to a property, and Congress encumbers an unencumbered property, it's clearly a taking.",GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS THEFT
"Poverty engenders a social environment characterized by hopelessness and disenfranchisement, leading to substance abuse and violence.",POVERTY IS A DISEASE
Tax is necessary to fuel the engine of government.,TAXATION IS FUEL
"A judicious use of the engine of taxation would, it might be thought, have a similar effect on the disposition of the people.",TAXATION IS A FORCE
"The origins, evolutions, and engines of wealth : government, global leadership, and technology -- 4.",WEALTH IS A RESOURCE
"Wealth doesn't provide freedom for them, wealth enslaves them.",WEALTH IS ENTRAPMENT
This does not permit an escape of taxation because the reserve is not an asset but a debt.,TAXATION IS INESCAPABLE
"He commented further, ""When basic needs are provided by the government, democracy evaporates.""",DEMOCRACY IS A PLANT
This election will most certainly be the evil of two lessers.,EVIL IS DARK
he research suggests that we can no longer take for granted that that growing inequality is a necessary evil for a better economy.,INEQUALITY IS BEING ON DIFFERENT VERTICAL LEVELS
It also witnessed the evolution of the Senate from agent of compromise to an elite club of powerful committee chairmen.,DEMOCRACY IS A BUILDING
"In a settled society, government exacts tribute from everyone that works or buys and sells.",GOVERNMENT IS A BUSINESS
But even if it did the feminist exploitation of the bureaucracy scarcely justifies a distortion of the law as originally intended.,BUREAUCRACY IS AN OCTOPUS
The Muslim Brotherhood favored exploitation of democracy to destroy democracy; and Salifah,DEMOCRACY IS A BUILDING
A sound tax policies based upon fairness rather than the exploitation of taxation to reward cronies would do much to restore the dollar in foreign markets.,TAXATION IS FAIRNESS
the mind is an eye.,MIND IS A BODY
"It isn't the neocon fable of intravenous democracy, even if it kills the patient.",DEMOCRACY IS A PLANT
"That may also be termed an 'IRG-failure,' the failure of the Internationally Recognised Government of the given state.",GOVERNMENT IS A PERSON
"...s by Jacques-Louis David (1787) Socrates. Many are familiar with the name, but do we know the man? He is considered to be the father of democracy and a pivotal character of Western civilisation, but it may equally be that he was largely an invention by Plato.",DEMOCRACY IS A BUILDING
"The blood, sweat and tears of citizens of conscience working to make government better are the rain and fertilizer of democracy.",DEMOCRACY IS A PLANT
Recession entertainment @ its finest. fight hunger by promoting a competitive eater.,HUNGER IS AN EMPTY CONTAINER
the mind is a fighter.,MIND IS A BODY
DONATE The Lobbyist Who Fights Democracy -- and Breast Milk,OTHER
"One anonymous wag once suggested that while a fine is a tax for doing something wrong, tax is a fine for doing something right!",TAXATION IS PUNISHMENT
"Democracy is a flame, It burns bright even when times are dark.",DEMOCRACY IS A PLANT
"And together, one vote at a time, a mighty river, a swelling ocean we call democracy floods across this nation as 120 million votes are cast for President.",DEMOCRACY IS A FLUID
This rate is an individual's tax floor.,TAXATION IS A BURDEN
The financial Manager prepares financial reports that reflect the financial health of the ban. along with this the Financial managers also monitor the flow of cash.,MONEY IS A LIQUID
Distance and Open Learning systems facilitate the transborder flow of education and educational opportunities.,EDUCATION IS A RESOURCE
"They forget what can happen when they allow the free flow of firearms into public places, especially forms of transportation.",GUNS ARE A FLUID
"In fact there was quite a steady flow of illegal guns and gun use, right up until the Japanese government increased prison sentencing for gang involvement AND for use of an illegal weapon to extremes.",GUNS ARE A FLUID
Most experts believe that increased criminal penalties of the kind proposed in the federal law could help play a role in stanching the flow of guns from traffickers to criminals.,GUNS ARE A FLUID
It is often lower than the return earned before retirement due to more conservative investment choices to help insure a steady flow of income.,MONEY IS A LIQUID
"Whenever you think or say the word rosperity,a program will begin to run that will clear anything that is anchoring, supporting or creating blocks to accepting, allowing and aligning with the divine ideal flow of prosperity.",WEALTH IS A FLUID
The issue is serious enough to question the longevity or continuance of an agency so vital to the smooth flow of taxation within the United States.,TAXATION IS A FLUID
"To regulate internal Jewish affairs and ensure the steady flow of taxes, the Parthian, or Arsacid, rulers (247 bceâ€“224 ce) had appointed in approximately 100 ce an exilarch, or ""head of the [Jews in] exile""--who claimed more direct Davidic descent than the Palestinian patriarch--to rule over the Jews as a quasi-prince.",TAXATION IS A FLUID
There will be a much larger flow of taxes going into the governmental coffers.,TAXATION IS A FLUID
The smooth flow of international trade is critical to the functioning of the modern food industry.,ECONOMY IS A MACHINE
He was encouraged by the blossoming of the flower of democracy in Egypt and hoped there would a new government voted into power in Iran.,DEMOCRACY IS A PLANT
"NEW: President Obama says gun law foes \willfully lied\""""",ARGUMENT IS WAR
"It is disturbing so many true American patriots want to take their democracy football and leave the field because, by a democratic vote in spite of all the millions spent, their guy lost.",DEMOCRACY IS A GAME
"The success of the 2012 Neighborhood Council elections in the short time frame was due to the hard work and collaboration of the Department staff, especially the IEAs, and the Neighborhood Councils with the Mayor's Office, City Council, Chief Administrative Officer, Chief Legislative Analyst, Office of the Controller, Office of the City Attorney, and the Office of the City Clerk, who set a solid election foundation and assisted the Department during election preparations.",ELECTIONS ARE COMPETITIVE SPORTS EVENTS
Going hand-in-hand with building a secure and stable wealth foundation is maintaining a trusting and caring relationship.,WEALTH IS A BUILDING
"Since taxation generates market distortions by affecting the demand for and supply of goods, an ideal tax will be one whose effect on consumers and producers is small.",TAXATION IS A FORCE
the clouds were a glimmer of hope that rain might come.,HOPE IS LIGHT
"It is also not the objective of firearm organisations who could only bother to protect sports, shooting, guns, training - promoting and glorifying guns.",GUNS ARE OBJECTS OF WORSHIP
"Democracy is not a god, democracy is a vehicle, a system, a possibility, and just like any structure, it has its dark side too, as we say in Arabic: ""adimoukratiyya laha anyab"", in this case, it becomes a god that devours his children !",DEMOCRACY IS A VEHICLE
I don't believe that elections are God.,OTHER
The fact that the gun is a reverenced god can be seen in its manifold and apparently resistless powers.,GUNS ARE OBJECTS OF WORSHIP
A law license is a money making tool and poverty is the grease.,POVERTY IS A FLUID
"He is an expert on trade policy, farm policy, civil liberties, and the growth of government.",GOVERNMENT IS A PLANT
"And yes, if I were allowed to cash out right now, I know for a fact that I would have a whole lot more money growth from it when I'm old than what the government is doing with it.",MONEY IS A PLANT
"They could have attacked the issue of judicial review head on, as Congress's proposed amendments had sought to do, but they chose not to, perhaps anticipating the public's attachment to the idea of the judiciary as the guardian of the Constitution.",JUDGES ARE GUARDIANS
"The 2011 Civic Mission of Schools report, ""The Guardian of Democracy,"" raises major concern surrounding diminished civic learning in the United States and outlines six proven practices that can help restore the civic mission of schools.",DEMOCRACY IS A CHILD
"We will not partake in an election to choose a new oppressor, a new custodian of capital, a new guardian of poverty.",POVERTY IS A POSSESSION
"As the GOP stands tall as the guardian of taxation for the nation's wealthy and guardian for corporate America, the party sacrifices programs that in the long run will help to make America strong and less dependent globally.",TAXATION IS A GUARDIAN
evidence is a guide in the search.,KNOWLEDGE IS A PATH
the vegetation was supposed to be a jocular portrait by Gauguin of Madeleine the pears her breasts the dense flowers her hair,OTHER
Perhaps our wealth harms us by skewing our perception of reality- causing us to lose touch with the normal needs of others less fortunate than us.,WEALTH IS A DISEASE
"Over the course of weeks, Emerald editorials went from praising the IFC as a haven of democracy to a waste of student time and money.",DEMOCRACY IS A SHELTER
I came back to this haven of taxation because I actually believe that I got something for my increased tax burden.,TAXATION IS A SHELTER
such ocean-going amphipods a kind of shrimp as Cystosoma which also has enormously expanded eyes looking like headlamps compared with its bottom-dwelling relatives,OTHER
Orville also wrote his wife that he hoped hostilities between nations cease forever and democracy heals the mental scars of war.,DEMOCRACY IS A DOCTOR
"We've been lulled into complacency by the notion that affluence breeds democracy, and democracy heals all rifts.",DEMOCRACY IS A DOCTOR
This is a long way from the understanding of politics that used to dominate Chinese leaders' thinking â€“ the belief that wealth heals all wounds; that the Party could afford to ignore all criticism as long as it could provide prosperity.,WEALTH IS A DOCTOR
