She's close to resigning.,COMMUNICATING IS GUIDING,ACTION IS BEING IN A LOCATION
Devastation from the hurricane thrust the nation into recession.,INFLUENTIAL NATIONS ARE LEADERS,ACTION IS MOTION ALONG A PATH
Congress' refusal to compromise is moving the country toward economic ruin.,EXPERIENCING AN ECONOMIC STATUS IS BEING AT A LOCATION,ACTION IS MOTION ALONG A PATH
This computer program turns the power on and off.,COMMUNICATING IS GUIDING,ACTION IS MOTION
He exercised to the point of exhaustion.,COMMUNICATING IS POINTING,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She squeezed her way to thinner thighs.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He drank himself out of the promotion.,PREPARING IDEAS TO BE UNDERSTOOD IS FOOD PREPARATION,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He went on with what he was doing.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She went back to sleep.,WHOLES ARE POSSESSORS,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She successfully navigated her way through the contract negotiations.,INTERNATIONAL RELATIONS ARE INTERPERSONAL RELATIONSHIPS,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
How did Jerry get out of washing the windows?,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
"Outside of washing the windows, what else did you do?",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I put a lot of energy into washing the windows.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I get a lot of satisfaction out of washing windows.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
Do it over.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ACTIVITIES ARE JOURNEYS
"In the course of the investigation, new evidence was found.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ACTIVITIES ARE JOURNEYS
Follow along as I assemble this.,COMMUNICATING IS GUIDING,ACTIVITIES ARE JOURNEYS
Follow these steps in assembly.,COMMUNICATING IS GUIDING,ACTIVITIES ARE JOURNEYS
"Law enforcement officers have often described these arrests as a way of reining in criminals whose other, more serious activities present a danger to the public.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ADDRESSING CRIME IS CONTROLLING AN ANIMAL
Improving access to education is the only sure way to cure us of poverty.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ADDRESSING POVERTY IS TREATING AN ILLNESS
Debt Ceiling Deal: Wrong Diagnosis Leads to Wrong Treatment for What Ails the Economy,ECONOMIC STATUS IS A POINT ON A SCALE,ADDRESSING SOCIAL PROBLEMS IS TREATING AN ILLNESS
"The most powerful weapon in the war against obesity might be something we all understand: cold, hard cash.",WHOLES ARE POSSESSORS,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
How America's losing the war on poverty,WHOLES ARE POSSESSORS,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
"Of course, gun control fanatics pay little attention to facts.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ADVOCATING GUN CONTROL IS ZEALOTRY
She's warming up to her new brother-in-law.,INTERNATIONAL RELATIONS ARE INTERPERSONAL RELATIONSHIPS,AFFECTION IS WARMTH
We're finally on the same page.,DISTINGUISHING IS DIVIDING,AGREEMENT IS PHYSICAL PROXIMITY
Who's with me?,WHOLES ARE CONTAINERS,AGREEMENT IS PHYSICAL PROXIMITY
Ecologists Shed New Light On Effects of Light Pollution On Wildlife,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,AID TO KNOWING IS A LIGHT SOURCE
There seems to be growing friendship between Shia Iran and its Sunni-dominated neighbours.,NEARBY COUNTRIES ARE NEIGHBORS,ALLIANCES ARE FRIENDSHIPS
"Fitch said in a report on Dec. 19 that it expected Congress to find a way to pull back from the “fiscal cliff,” but that it would not be “a credible plan to reduce the federal budget deficit and stabilize government debt over the medium term.”",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ALTERNATIVE LEGISLATION IS ALTERNATIVE PATH
He started going down a bad life path.,MEANS ARE PATHS,ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS
We have not found a way to stem this rising flood of gun violence.,IMPORTANT IS CENTRAL,AMOUNT OF GUN VIOLENCE IS A FLUID
We are drowning in an ocean of gun violence.,WHOLES ARE POSSESSORS,AMOUNT OF GUN VIOLENCE IS A FLUID
flood of guns,COMMUNICATING IS GUIDING,AMOUNT OF GUNS IS A FLUID
WE CANNOT HAVE ISLANDS OF PROSPERITY NEXT TO OCEANS OF POVERTY AND SQUALOR,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,AMOUNT OF POVERTY IS SIZE OF GEOGRAPHIC FEATURE
"President Obama said the international community has made great strides toward locking down loose nuclear material, but warned the threat of nuclear materials falling into the hands of terrorist remains.",INTERNATIONAL RELATIONS ARE INTERPERSONAL RELATIONSHIPS,AMOUNT OF PROGRESS IS AMOUNT OF DISTANCE MOVED
"Senate Majority Leader Harry Reid, D-Nevada, told reporters that the next 24 hours would be ""very important"" toward efforts to reach a deal to lessen the harshest impacts of the fiscal cliff, a combination of broad tax hikes and deep spending cuts due to take effect at the start of the new year.",AMOUNT OF PROGRESS TOWARD ENACTING LEGISLATION IS DISTANCE MOVED ALONG A PATH,AMOUNT OF PROGRESS TOWARD ENACTING LEGISLATION IS DISTANCE MOVED ALONG A PATH
"The hallways are filled with the sounds of middle school students, primarily eighth graders, dissecting the second presidential debate from the evening before.",DISTINGUISHING IS DIVIDING,ANALYZING IS DISSECTING
Those are inflammatory remarks.,WHOLES ARE POSSESSORS,ANGER IS FIRE
She was doing a slow burn.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ANGER IS FIRE
She was breathing fire.,CERTAIN IS FIRM,ANGER IS FIRE
Your insincere apology just added fuel to the fire.,PREPARING IDEAS TO BE UNDERSTOOD IS FOOD PREPARATION,ANGER IS FIRE
"After the argument, Dave was smoldering for days.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ANGER IS FIRE
He was consumed by his anger.,WHOLES ARE POSSESSORS,ANGER IS FIRE
He's seeing red.,DISTINGUISHING IS DIVIDING,ANGER IS FIRE
He has a hot temper.,EMOTIONALLY INTENSE IS HOT,ANGER IS HEAT
He's burning with rage.,COMMUNICATING IS GUIDING,ANGER IS HEAT
"I just touched him, and he went crazy.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ANGER IS INSANITY
You're driving me nuts!,DISTINGUISHING IS DIVIDING,ANGER IS INSANITY
I'm mad!,CERTAIN IS FIRM,ANGER IS INSANITY
"When the up threw him out of the game, Billy started foaming at the mouth.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ANGER IS INSANITY
"If anything else goes wrong, I'll get hysterical.",OTHER,ANGER IS INSANITY
"He got so angry, he went out of his mind.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ANGER IS INSANITY
"When my mother finds out, she'll have a fit.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ANGER IS INSANITY
He's tearing his hair out!,NOW IS HERE,ANGER IS INSANITY
The loud music next door has got him climbing the walls!,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ANGER IS INSANITY
He was just about to burst with anger.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ANGER IS PRESSURE IN A CONTAINER
You make my blood boil.,CREATING IS MAKING,ANGER IS THE HEAT OF FLUID IN A CONTAINER
I had reached the boiling point.,COMMUNICATING IS POINTING,ANGER IS THE HEAT OF FLUID IN A CONTAINER
Your claims are indefensible.,CERTAIN IS FIRM,ARGUMENT IS PHYSICAL COMBAT
He attacked every weak point in my argument.,COMMUNICATING IS POINTING,ARGUMENT IS PHYSICAL COMBAT
His criticisms were right on target.,COMMUNICATING IS POINTING,ARGUMENT IS WAR
I blew his argument out of the water.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ARGUMENT IS PHYSICAL COMBAT
I've never won an argument with him.,COMMUNICATING IS GUIDING,ARGUMENT IS PHYSICAL COMBAT
"You disagree? OK, shoot!",DISTINGUISHING IS DIVIDING,ARGUMENT IS PHYSICAL COMBAT
"If you use that strategy, he'll wipe you out.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ARGUMENT IS PHYSICAL COMBAT
He shot down all of my arguments.,COMMUNICATING IS GUIDING,ARGUMENT IS PHYSICAL COMBAT
He bombarded them with clever arguments.,COMMUNICATING IS GUIDING,ARGUMENT IS WAR
His criticisms were right on target.,COMMUNICATING IS POINTING,ARGUMENT IS WAR
Five is made up of two plus three.,WHOLES ARE POSSESSORS,ARITHMETIC IS OBJECT CONSTRUCTION
"If you put 2 and 2 together, you get 4.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ARITHMETIC IS OBJECT CONSTRUCTION
We need to know how big of a problem that is.,AMOUNT OF PROBLEM IS SIZE,ASSESSING IS MEASURING
Our conservation program needs your support.,WHOLES ARE POSSESSORS,HELP IS PHYSICAL SUPPORT
I've really been leaning on my friends the past few months.,SEEING IS TOUCHING,HELP IS PHYSICAL SUPPORT
"You could talk about the dealerships, auto dealerships that were closed down when the government got control of a couple of the auto companies, an awful lot of people lost jobs, businesses were closed, and so on.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ATTAINING CONTROL IS GAINING A POSSESSION
"The Shadow Party: How George Soros, Hillary Clinton, and Sixties Radicals Seized Control of the Democratic Party",SEEING IS TOUCHING,ATTAINING CONTROL IS GAINING A POSSESSION
"If you soak it in water, the wood will lose its rigidity.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ATTRIBUTES ARE ENTITIES
She has a sunny disposition.,DISTINGUISHING IS DIVIDING,ATTRIBUTES ARE POSSESSIONS
This place has lost a lot of its charm.,WHOLES ARE POSSESSORS,ATTRIBUTES ARE POSSESSIONS
The new mustache gave him an older appearance.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ATTRIBUTES ARE POSSESSIONS
"In a democratic government, authority is given to it by the people.",GOVERNMENT IS A PERSON,ATTRIBUTES OF GOVERNMENT ARE ENTITIES
This movie stinks!,INTERNATIONAL RELATIONS ARE INTERPERSONAL RELATIONSHIPS,BAD IS STINKY
He's no longer with us.,WHOLES ARE POSSESSORS,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION
He's gone / departed.,DISTINGUISHING IS DIVIDING,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION
He is an upstanding citizen.,WHOLES ARE POSSESSORS,BEING GOOD IS BEING UPRIGHT
I refuse to stoop to that kind of behavior.,COMMUNICATING IS GUIDING,BEING IMMORAL IS BEING LOW
The prescribing physician is in the best position to evaluate a patient's treatment history and options.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,BEING POISED TO KNOW IS BEING POSITIONED TO SEE WELL
Hold on to your beliefs and never let them go.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,BELIEFS ARE POSSESSIONS
He was filled with anger.,WHOLES ARE POSSESSORS,BODY IS A CONTAINER FOR EMOTIONS
She couldn't contain her joy.,WHOLES ARE CONTAINERS,BODY IS A CONTAINER FOR EMOTIONS
She was brimming with rage.,CERTAIN IS FIRM,BODY IS A CONTAINER FOR EMOTIONS
Lost in the bureaucratic maze of city's criminal justice system,BUREACRACY IS A MAZE,BUREACRACY IS A MAZE
The creation of this board of unelected bureaucrats is yet another tentacle of the Obama Administration digging its way into the doctors-patient relationship.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,BUREACRACY IS AN OCTOPUS
"Confronted with the grinding cogs of bureaucracy, but needing a new cap, Coltrane shrugged and filled out the form.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,BUREAUCRACY IS A MACHINE
"You could call me just a work-for-hire hack, and a willing, contented cog in a bureaucratic machine.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,BUREAUCRATS ARE MACHINE PARTS
It's Now Apple And Samsung's Game To Lose--Everyone Else Is An Also-Ran,OTHER,BUSINESS COMPETITION IS COMPETITIVE SPORTS
Here are some tips to grow your business.,BUSINESSES ARE LIVING ENTITIES,BUSINESSES ARE LIVING ENTITIES
Stars whose careers collapsed in a relatively short amount of time,INTERNATIONAL RELATIONS ARE INTERPERSONAL RELATIONSHIPS,CAREER IS A BUILDING
How to make a career out of things you would do even for free.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,CAREER IS A COMPLEX STRUCTURE
Tomatoes technically fall within the fruit category.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,CATEGORIES ARE BOUNDED REGIONS
"I wouldn't put him in the friend category, exactly.",OTHER,CATEGORIES ARE BOUNDED REGIONS
The noise is giving me a headache.,COMMUNICATING IS GUIDING,CAUSATION IS OBJECT TRANSFER
She was forced into an arranged marriage.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Her parents kept pushing her until she succeeded.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Regulations keep me from moving ahead with this housing project.,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
Sudden illness stopped his progress.,DISTINGUISHING IS DIVIDING,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He's really gotten hung up at that step in the process.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He is so caught up in his work he can't do anything else.,OTHER,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He was held up in the meeting.,COMMUNICATING IS GUIDING,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
The trial thrust O.J.'s attorney's into the limelight.,INTERNATIONAL RELATIONS ARE INTERPERSONAL RELATIONSHIPS,CAUSES ARE FORCES
FDR's leadership brought the country out of the depression.,INFLUENTIAL NATIONS ARE LEADERS,CAUSES ARE FORCES
That experience pushed him over the edge,EXPERIENCING A STATE IS BEING AT A LOCATION,CAUSES ARE FORCES
Thriving community centers have proven to be an effective treatment against violent crime in a number of neighborhoods.,PROVING IS SHOWING,CAUSING DECREASE IN CRIME IS TREATING DISEASE
Another round of cuts will cripple the economy.,EXPERIENCING AN ECONOMIC STATUS IS BEING AT A LOCATION,CAUSING ECONOMIC HARDSHIP IS CAUSING PHYSICAL HARM
"... allow courts to circumvent the First Amendment, slowly eroding the freedom of the press in a much more subtle manner than if they gagged the media directly.",CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH
The government should not muzzle the press.,GOVERNMENT IS A POLICEMAN,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH
The plans for the trip have finally been firmed up.,CERTAIN IS FIRM,CERTAIN IS FIRM
Next year's budget is fairly solid at this point.,NOW IS HERE,CERTAIN IS FIRM
The US handed over control of the prisoners to Afghan authorities.,WHOLES ARE POSSESSORS,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
The Democrats wrested control of four governerships from the Republicans,GOVERNMENT IS REFEREE,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
The government acquired control of the company's assets.,ATTRIBUTES OF GOVERNMENT ARE ENTITIES,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
I got a headache.,DISTINGUISHING IS DIVIDING,CHANGE OF STATE IS CHANGE OF POSSESSION
My headache went away.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,CHANGE OF STATE IS CHANGE OF POSSESSION
He lost his faith.,COMMUNICATING IS GUIDING,CHANGE IS LOSS
He got rid of his headache.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,CHANGE IS LOSS
He went crazy.,COMMUNICATING IS GUIDING,CHANGE OF STATE IS CHANGE OF LOCATION
He fell into a depression.,WHOLES ARE POSSESSORS,CHANGE OF STATE IS CHANGE OF LOCATION
I came out of my depression.,COMMUNICATING IS GUIDING,CHANGE OF STATE IS CHANGE OF LOCATION
He went over the edge.,COMMUNICATING IS POINTING,CHANGE OF STATE IS CHANGE OF LOCATION
Things have gone from bad to worse lately.,DISTINGUISHING IS DIVIDING,CHANGE OF STATE IS CHANGE OF LOCATION
I got a headache.,DISTINGUISHING IS DIVIDING,CHANGE OF STATE IS CHANGE OF POSSESSION
My headache went away.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,CHANGE OF STATE IS CHANGE OF POSSESSION
One down of the three pillars of “unalienable” rights that hold up this great country of ours.,WHOLES ARE POSSESSORS,CITIZEN RIGHTS ARE PHYSICAL STRUCTURES
,NONE,POLITICAL UNREST IS A WILDFIRE
"This is an usagainst-them battle, but the “them” are those who would dismantle our rights.",WHOLES ARE POSSESSORS,CITIZEN RIGHTS ARE PHYSICAL STRUCTURES
Don't let anyone take away your right to vote.,COMMUNICATING IS GUIDING,CITIZEN RIGHTS ARE POSSESSIONS
Do gun rights protect against tyranny?,IMPORTANT IS CENTRAL,CITIZEN RIGHTS ARE SHIELDS FROM HARM
We need to protect our rights from infringement.,RIGHTS ARE POSSESSIONS,CITIZEN RIGHTS ARE TERRITORIES
Nine reasons why we should fire Congress,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,CITIZENS ARE EMPLOYERS
Snitch Culture: How Citizens are Turned into the Eyes and Ears of the State,CITIZENS ARE EYES AND EARS,CITIZENS ARE EYES AND EARS
This new slavery is a total dependence by individuals and families on government for the materials and funds necessary to maintain a minimum standard of living.,DISTINGUISHING IS DIVIDING,CITIZENS ARE SLAVES
...the people of America’s needs and priorities become second to the needs of the state and the people of America become enslaved to the state.,WHOLES ARE POSSESSORS,CITIZENS ARE SLAVES
My mind was racing.,COMMUNICATING IS GUIDING,COGNIZING IS BODILY FUNCTIONING
My mind is tired.,COMMUNICATING IS GUIDING,COGNIZING IS BODILY FUNCTIONING
Do I have to draw a picture for you?,COMMUNICATING IS DRAWING A PICTURE,COMMUNICATING IS DRAWING A PICTURE
He painted an idyllic picture of their life together.,COMMUNICATING IS DRAWING A PICTURE,COMMUNICATING IS DRAWING A PICTURE
I've been feeding him stock market tips for weeks.,Ongoing causation is nourishing,COMMUNICATING IS FEEDING
This book will guide you step by step how to apply for citizenship.,COMMUNICATING IS GUIDING,COMMUNICATING IS GUIDING
You gave me a great idea!,IDEAS ARE POSSESSIONS,COMMUNICATING IS OBJECT TRANSFER
Try to pack more thoughts into fewer words.,DISTINGUISHING IS DIVIDING,COMMUNICATING IS OBJECT TRANSFER
Whenever you have a good idea practice capturing it in words.,COMMUNICATING IS POINTING,COMMUNICATING IS OBJECT TRANSFER
Don't force your meanings into the wrong words.,DISTINGUISHING IS DIVIDING,COMMUNICATING IS OBJECT TRANSFER
Try to get your thoughts across better.,COMMUNICATING IS POINTING,COMMUNICATING IS OBJECT TRANSFER
You still have to give me an idea of what you mean.,DISTINGUISHING IS DIVIDING,COMMUNICATING IS OBJECT TRANSFER
He pointed out that global warming is real.,INTERNATIONAL RELATIONS ARE INTERPERSONAL RELATIONSHIPS,COMMUNICATING IS POINTING
Let me illustrate the theory with some examples.,INTERNATIONAL RELATIONS ARE INTERPERSONAL RELATIONSHIPS,COMMUNICATING IS SHOWING
I'm now going to show you that you are wrong.,COMMUNICATING IS SHOWING,COMMUNICATING IS SHOWING
We have to restructure this firm.,CERTAIN IS FIRM,COMPANY IS A COMPLEX STRUCTURE
The arms race.,COMMUNICATING IS GUIDING,COMPETITION IS A RACE
"We’ve been playing chess for years, and he’s finally pulling ahead of me.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,COMPETITION IS A RACE
"He’s a better writer than I am, and he’s widening the distance.",DISTINGUISHING IS DIVIDING,COMPETITION IS A RACE
Vanity finally drove me to have the operation.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,COMPULSION IS A COMPELLING FORCE
Wake up!,NOW IS HERE,CONSCIOUS IS UP
I'm up!,NOW IS HERE,CONSCIOUSNESS IS VERTICALITY
“Your dead kids don’t trump my Constitutional rights.”,CONSTITUENTS ARE CONTENTS,CONSIDERING THE IMPORTANCE OF RIGHTS IS PLAYING A GAME
There is both cotton and polyester in that shirt.,WHOLES ARE POSSESSORS,CONSTITUENTS ARE CONTENTS
This drink is loaded with vitamins.,WHOLES ARE POSSESSORS,CONSTITUENTS ARE CONTENTS
Our agenda is packed with events.,WHOLES ARE CONTAINERS,CONSTITUENTS ARE CONTENTS
There are seven days in a week.,DISTINGUISHING IS DIVIDING,CONSTITUENTS ARE CONTENTS
This SUV sure is a gas guzzler.,CERTAIN IS FIRM,CONSUMING RESOURCES IS EATING
Demand for paper goods is eating away at our planet's forests.,PREPARING IDEAS TO BE UNDERSTOOD IS FOOD PREPARATION,CONSUMING RESOURCES IS EATING
Developing nations are gobbling up our fossil fuels at any alarming rate.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,CONSUMING TOO MANY RESOURCES IS EATING TOO MUCH FOOD
The United States' insatiable appetite for electronics will entirely consume our supply of rare metals.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,CONSUMING TOO MANY RESOURCES IS EATING TOO MUCH FOOD
His actions are beyond my control.,MEANS ARE PATHS,CONTROL IS A BOUNDED REGION
The whole situation spiraled out of (our) control.,WHOLES ARE POSSESSORS,CONTROL IS A BOUNDED REGION
He returned to power.,WHOLES ARE POSSESSORS,CONTROL IS A BOUNDED REGION
The president is in control of the executive branch.,CONTROL IS UP,CONTROL IS A BOUNDED REGION
President Mubarak has stepped down from power.,COMMUNICATING IS SHOWING,CONTROL IS A BOUNDED REGION
He has control over all the workers.,WHOLES ARE POSSESSORS,CONTROL IS A POSSESSION
The president kept his hold on power.,WHOLES ARE POSSESSORS,CONTROL IS A POSSESSION
She regained control of the assembly.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,CONTROL IS A POSSESSION
He possesses the power to heal small animals.,WHOLES ARE POSSESSORS,CONTROL IS A POSSESSION
He's putty in her hands.,WHOLES ARE POSSESSORS,CONTROL IS OBJECT MANIPULATION
I am on top of the situation.,COMMUNICATING IS POINTING,CONTROL IS UP
He's in a superior position.,WHOLES ARE POSSESSORS,CONTROL IS UP
He's in the high command.,COMMUNICATING IS GUIDING,CONTROL IS UP
He's in the upper echelon.,DISTINGUISHING IS DIVIDING,CONTROL IS UP
His power rose.,WHOLES ARE POSSESSORS,CONTROL IS UP
Report to your superiors for duty.,WHOLES ARE POSSESSORS,CONTROL IS VERTICALITY
He's the low man on the totem pole.,COMMUNICATING IS POINTING,CONTROL IS VERTICALITY
Napoleon's skill at the siege of Toulon while only an artillery captain under General Jacques Dugommier was to start Napoleon on the path of greatness; a rise to power that was to be incredibly rapid.,ACHIEVING POWER IS MOVING UPWARDS,CONTROL IS VERTICALITY
Relax. We've got everything under control.,WHOLES ARE POSSESSORS,CONTROL IS VERTICALITY
Rescuing Iranian Sailors? U.S. Says It Is Just Doing Its Duty,CERTAIN IS FIRM,COOPERATIVE NATIONS ARE GOOD CITIZENS
California Cities Struggling Under Wave of Corruption,CAUSES ARE FORCES,CORRUPTION IS A DESTRUCTIVE NATURAL PROCESS
FIFA facing corruption 'tsunami',INTERNATIONAL RELATIONS ARE INTERPERSONAL RELATIONSHIPS,CORRUPTION IS A DESTRUCTIVE NATURAL PROCESS
Our government is afflicted with the cancer of corruption.,GOVERNMENT IS REFEREE,CORRUPTION IS A DISEASE
Corrupt officials are infecting our government at every level.,CORRUPTION IS A TERMITE INFESTATION,CORRUPTION IS A DISEASE
