He's been feeding her lies all these years.,COMMUNICATING IS FEEDING,ACQUIRING IDEAS IS EATING
This article is hard to digest.,DIFFICULTY IS HEAVINESS,ACQUIRING IDEAS IS EATING
The car is in motion.,ACTION IS MOTION,ACTION IS BEING IN A LOCATION
I'm going to leave.,IMPROVING ECONOMIC STATUS IS MOVING OUT OF A LOCATION,ACTION IS BEING IN A LOCATION
She's close to resigning.,AIDS TO ACHIEVING A PURPOSE ARE AIDS TO REACHING A DESTINATION,ACTION IS BEING IN A LOCATION
Devastation from the hurricane thrust the nation into recession.,WORSENING MOOD IS DOWNWARD MOTION,ACTION IS MOTION ALONG A PATH
Congress' refusal to compromise is moving the country toward economic ruin.,NEGATIVELY EVALUATED GOVERNMENT ACTIVITY IS DISGUSTING OBJECT,ACTION IS MOTION ALONG A PATH
This computer program turns the power on and off.,NOT PAYING TAXES IS AVOIDING OBSTACLES,ACTION IS MOTION
He exercised to the point of exhaustion.,IMPEDIMENTS TO IMPROVING ECONOMIC STATUS IS EXPERIENCING A PHYSICAL AFFLICTION,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She squeezed her way to thinner thighs.,IMPEDIMENTS TO IMPROVING ECONOMIC STATUS IS EXPERIENCING A PHYSICAL AFFLICTION,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He drank himself out of the promotion.,RESOURCE IS A LIQUID,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He went on with what he was doing.,ACTION IS MOTION,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She went back to sleep.,EXISTING IS BEING PHYSICALLY AT THIS LOCATION,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She successfully navigated her way through the contract negotiations.,POSITIVITY IS VERTICALITY,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
How did Jerry get out of washing the windows?,EDUCATIONAL EVALUATION IS GAMBLING,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
"Outside of washing the windows, what else did you do?",PURIFYING IS CLEANSING,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I put a lot of energy into washing the windows.,PURIFYING IS CLEANSING,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I get a lot of satisfaction out of washing windows.,MORAL ACTION IS NURTURANCE,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
Do it over.,PAST IS BEHIND,ACTIVITIES ARE JOURNEYS
"In the course of the investigation, new evidence was found.",MORE IS UP,ACTIVITIES ARE JOURNEYS
Follow along as I assemble this.,COMMUNICATING IS GUIDING,ACTIVITIES ARE JOURNEYS
Follow these steps in assembly.,GUIDED ACTION IS GUIDED MOTION ALONG A PATH,ACTIVITIES ARE JOURNEYS
"Law enforcement officers have often described these arrests as a way of reining in criminals whose other, more serious activities present a danger to the public.",ASSESSING IS MEASURING,ADDRESSING CRIME IS CONTROLLING AN ANIMAL
Improving access to education is the only sure way to cure us of poverty.,INSTITUTION IS A FACTORY,ADDRESSING POVERTY IS TREATING AN ILLNESS
Debt Ceiling Deal: Wrong Diagnosis Leads to Wrong Treatment for What Ails the Economy,EXPERIENCING A NEGATIVE STATE IS EXPERIENCING HARM,ADDRESSING SOCIAL PROBLEMS IS TREATING AN ILLNESS
"The most powerful weapon in the war against obesity might be something we all understand: cold, hard cash.",EMOTIONALLY INDIFFERENT IS COLD,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
How America's losing the war on poverty,LOW STATUS IS DOWN,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
"Of course, gun control fanatics pay little attention to facts.",NEGATIVELY EVALUATED CONDITIONS ARE HARMFUL AGENTS,ADVOCATING GUN CONTROL IS ZEALOTRY
She's warming up to her new brother-in-law.,SYMPATHY IS WARMTH,AFFECTION IS WARMTH
We're finally on the same page.,COMMUNICATING IS SHOWING,AGREEMENT IS PHYSICAL PROXIMITY
Who's with me?,ASSISTANCE IS SUPPORT,AGREEMENT IS PHYSICAL PROXIMITY
Ecologists Shed New Light On Effects of Light Pollution On Wildlife,NATURE IS A RESOURCE,AID TO KNOWING IS A LIGHT SOURCE
There seems to be growing friendship between Shia Iran and its Sunni-dominated neighbours.,RELATEDNESS IS PROXIMITY,ALLIANCES ARE FRIENDSHIPS
"Fitch said in a report on Dec. 19 that it expected Congress to find a way to pull back from the “fiscal cliff,” but that it would not be “a credible plan to reduce the federal budget deficit and stabilize government debt over the medium term.”",IMPEDIMENTS TO IMPROVING ECONOMIC STATUS IS EXPERIENCING A PHYSICAL AFFLICTION,ALTERNATIVE LEGISLATION IS ALTERNATIVE PATH
He started going down a bad life path.,WORSENING MOOD IS DOWNWARD MOTION,ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS
We have not found a way to stem this rising flood of gun violence.,GUN VIOLENCE IS A FLUID,AMOUNT OF GUN VIOLENCE IS A FLUID
We are drowning in an ocean of gun violence.,GUNS ARE A DISEASE,AMOUNT OF GUN VIOLENCE IS A FLUID
flood of guns,GUN VIOLENCE IS A FLUID,AMOUNT OF GUNS IS A FLUID
WE CANNOT HAVE ISLANDS OF PROSPERITY NEXT TO OCEANS OF POVERTY AND SQUALOR,LIFE IS A COMPLEX STRUCTURE,AMOUNT OF POVERTY IS SIZE OF GEOGRAPHIC FEATURE
"President Obama said the international community has made great strides toward locking down loose nuclear material, but warned the threat of nuclear materials falling into the hands of terrorist remains.",GOVERNMENT IS A LEADER,AMOUNT OF PROGRESS IS AMOUNT OF DISTANCE MOVED
"Senate Majority Leader Harry Reid, D-Nevada, told reporters that the next 24 hours would be ""very important"" toward efforts to reach a deal to lessen the harshest impacts of the fiscal cliff, a combination of broad tax hikes and deep spending cuts due to take effect at the start of the new year.",MAKING A DECISION IS WEIGHING,AMOUNT OF PROGRESS TOWARD ENACTING LEGISLATION IS DISTANCE MOVED ALONG A PATH
"The hallways are filled with the sounds of middle school students, primarily eighth graders, dissecting the second presidential debate from the evening before.",EDUCATION IS AN OBJECT,ANALYZING IS DISSECTING
Those are inflammatory remarks.,ANGER IS HEAT,ANGER IS FIRE
She was doing a slow burn.,WORSENING MOOD IS DOWNWARD MOTION,ANGER IS FIRE
She was breathing fire.,INTENSITY OF ACTIVITY IS HEAT,ANGER IS FIRE
Your insincere apology just added fuel to the fire.,ANGER IS HEAT,ANGER IS FIRE
"After the argument, Dave was smoldering for days.",SENSING IS SMELLING,ANGER IS FIRE
He was consumed by his anger.,ANGER IS FIRE,ANGER IS FIRE
He's seeing red.,EMOTIONALLY MILD IS EXPERIENCING MILD TEMPERATURE,ANGER IS FIRE
He has a hot temper.,EMOTIONALLY INTENSE IS HOT,ANGER IS HEAT
He's burning with rage.,ANGER IS FIRE,ANGER IS HEAT
"I just touched him, and he went crazy.",IMPEDIMENTS TO IMPROVING ECONOMIC STATUS IS EXPERIENCING A PHYSICAL AFFLICTION,ANGER IS INSANITY
You're driving me nuts!,EMOTIONALLY INTENSE IS HOT,ANGER IS INSANITY
I'm mad!,ANGER IS THE HEAT OF FLUID IN A CONTAINER,ANGER IS INSANITY
"When the up threw him out of the game, Billy started foaming at the mouth.",EMOTIONALLY MILD IS EXPERIENCING MILD TEMPERATURE,ANGER IS INSANITY
"If anything else goes wrong, I'll get hysterical.",ANGER IS THE HEAT OF FLUID IN A CONTAINER,ANGER IS INSANITY
"He got so angry, he went out of his mind.",ANGER IS FIRE,ANGER IS INSANITY
"When my mother finds out, she'll have a fit.",AMOUNT OF PROBLEM IS SIZE,ANGER IS INSANITY
He's tearing his hair out!,EXPERIENCING A NEGATIVE STATE IS EXPERIENCING HARM,ANGER IS INSANITY
The loud music next door has got him climbing the walls!,IMPEDIMENTS TO IMPROVING ECONOMIC STATUS IS EXPERIENCING A PHYSICAL AFFLICTION,ANGER IS INSANITY
He was just about to burst with anger.,EMOTIONALLY INTENSE IS HOT,ANGER IS PRESSURE IN A CONTAINER
You make my blood boil.,EMOTIONALLY INTENSE IS HOT,ANGER IS THE HEAT OF FLUID IN A CONTAINER
I had reached the boiling point.,LOW STATUS IS DOWN,ANGER IS THE HEAT OF FLUID IN A CONTAINER
Your claims are indefensible.,CRITICIZING IS ATTACKING,ARGUMENT IS PHYSICAL COMBAT
He attacked every weak point in my argument.,CRITICIZING IS ATTACKING,ARGUMENT IS PHYSICAL COMBAT
His criticisms were right on target.,CRITICIZING IS ATTACKING,ARGUMENT IS WAR
I blew his argument out of the water.,ANGER IS FIRE,ARGUMENT IS PHYSICAL COMBAT
I've never won an argument with him.,RELATIONSHIPS ARE OBJECTS,ARGUMENT IS PHYSICAL COMBAT
"You disagree? OK, shoot!",CRITICIZING IS ATTACKING,ARGUMENT IS PHYSICAL COMBAT
"If you use that strategy, he'll wipe you out.",TAXATION IS PUNISHMENT,ARGUMENT IS PHYSICAL COMBAT
He shot down all of my arguments.,WORSENING MOOD IS DOWNWARD MOTION,ARGUMENT IS PHYSICAL COMBAT
He bombarded them with clever arguments.,CRITICIZING IS ATTACKING,ARGUMENT IS WAR
His criticisms were right on target.,CRITICIZING IS ATTACKING,ARGUMENT IS WAR
Five is made up of two plus three.,MAKING EDUCATIONAL OPPORTUNITY THE SAME FOR EVERYONE IS EQUALIZING QUANTITIES,ARITHMETIC IS OBJECT CONSTRUCTION
"If you put 2 and 2 together, you get 4.",MAKING EDUCATIONAL OPPORTUNITY THE SAME FOR EVERYONE IS EQUALIZING QUANTITIES,ARITHMETIC IS OBJECT CONSTRUCTION
We need to know how big of a problem that is.,AMOUNT OF PROBLEM IS SIZE,ASSESSING IS MEASURING
Our conservation program needs your support.,ASSISTANCE IS SUPPORT,HELP IS PHYSICAL SUPPORT
I've really been leaning on my friends the past few months.,ALLIANCES ARE FRIENDSHIPS,HELP IS PHYSICAL SUPPORT
"You could talk about the dealerships, auto dealerships that were closed down when the government got control of a couple of the auto companies, an awful lot of people lost jobs, businesses were closed, and so on.",EXPERIENCING A NEGATIVE STATE IS EXPERIENCING HARM,ATTAINING CONTROL IS GAINING A POSSESSION
"The Shadow Party: How George Soros, Hillary Clinton, and Sixties Radicals Seized Control of the Democratic Party",CONTROL IS A POSSESSION,ATTAINING CONTROL IS GAINING A POSSESSION
"If you soak it in water, the wood will lose its rigidity.",IMPEDIMENTS TO IMPROVING ECONOMIC STATUS IS EXPERIENCING A PHYSICAL AFFLICTION,ATTRIBUTES ARE ENTITIES
She has a sunny disposition.,POSITIVITY IS VERTICALITY,ATTRIBUTES ARE POSSESSIONS
This place has lost a lot of its charm.,LOW STATUS IS DOWN,ATTRIBUTES ARE POSSESSIONS
The new mustache gave him an older appearance.,MARKET IS AN ACTOR,ATTRIBUTES ARE POSSESSIONS
"In a democratic government, authority is given to it by the people.",CONTROL IS UP,ATTRIBUTES OF GOVERNMENT ARE ENTITIES
This movie stinks!,NEGATIVELY EVALUATED CONDITIONS ARE HARMFUL AGENTS,BAD IS STINKY
He's no longer with us.,PAST IS BEHIND,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION
He's gone / departed.,PAST IS BEHIND,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION
He is an upstanding citizen.,PERSISTING IS REMAINING ERECT,BEING GOOD IS BEING UPRIGHT
I refuse to stoop to that kind of behavior.,ANGER IS THE HEAT OF FLUID IN A CONTAINER,BEING IMMORAL IS BEING LOW
The prescribing physician is in the best position to evaluate a patient's treatment history and options.,NOT PAYING TAXES IS AVOIDING OBSTACLES,BEING POISED TO KNOW IS BEING POSITIONED TO SEE WELL
Hold on to your beliefs and never let them go.,PERSISTING IS REMAINING ERECT,BELIEFS ARE POSSESSIONS
He was filled with anger.,EMOTIONALLY INTENSE IS HOT,BODY IS A CONTAINER FOR EMOTIONS
She couldn't contain her joy.,HAPPY IS UP,BODY IS A CONTAINER FOR EMOTIONS
She was brimming with rage.,ANGER IS FIRE,BODY IS A CONTAINER FOR EMOTIONS
Lost in the bureaucratic maze of city's criminal justice system,BUREACRACY IS A MAZE,BUREACRACY IS A MAZE
The creation of this board of unelected bureaucrats is yet another tentacle of the Obama Administration digging its way into the doctors-patient relationship.,NEGATIVELY EVALUATED GOVERNMENT ACTIVITY IS DISGUSTING OBJECT,BUREACRACY IS AN OCTOPUS
"Confronted with the grinding cogs of bureaucracy, but needing a new cap, Coltrane shrugged and filled out the form.",COMMUNICATING IS SHOWING,BUREAUCRACY IS A MACHINE
"You could call me just a work-for-hire hack, and a willing, contented cog in a bureaucratic machine.",BUREAUCRACY IS A MACHINE,BUREAUCRATS ARE MACHINE PARTS
It's Now Apple And Samsung's Game To Lose--Everyone Else Is An Also-Ran,NOW IS HERE,BUSINESS COMPETITION IS COMPETITIVE SPORTS
Here are some tips to grow your business.,IMPROVING ECONOMIC STATUS IS UPWARD MOTION,BUSINESSES ARE LIVING ENTITIES
Stars whose careers collapsed in a relatively short amount of time,WORSENING MOOD IS DOWNWARD MOTION,CAREER IS A BUILDING
How to make a career out of things you would do even for free.,OPPORTUNITIES ARE PORTALS,CAREER IS A COMPLEX STRUCTURE
Tomatoes technically fall within the fruit category.,CONSUMING RESOURCES IS EATING,CATEGORIES ARE BOUNDED REGIONS
"I wouldn't put him in the friend category, exactly.",RELATIONSHIPS ARE OBJECTS,CATEGORIES ARE BOUNDED REGIONS
The noise is giving me a headache.,HEALTH IS UP,CAUSATION IS OBJECT TRANSFER
She was forced into an arranged marriage.,CAUSES ARE FORCES,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Her parents kept pushing her until she succeeded.,ATTRIBUTES ARE POSSESSIONS,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Regulations keep me from moving ahead with this housing project.,DIFFICULTIES ARE IMPEDIMENTS TO MOVEMENT,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
Sudden illness stopped his progress.,WORSENING MOOD IS DOWNWARD MOTION,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He's really gotten hung up at that step in the process.,ANGER IS THE HEAT OF FLUID IN A CONTAINER,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He is so caught up in his work he can't do anything else.,MIND IS A CONTAINER,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He was held up in the meeting.,PERSISTING IS REMAINING ERECT,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
The trial thrust O.J.'s attorney's into the limelight.,LEGISLATIVE ACTIVITY IS MAKING OBJECTS,CAUSES ARE FORCES
FDR's leadership brought the country out of the depression.,POSITIVITY IS VERTICALITY,CAUSES ARE FORCES
That experience pushed him over the edge,DIFFICULTY IS HARDNESS,CAUSES ARE FORCES
Thriving community centers have proven to be an effective treatment against violent crime in a number of neighborhoods.,POSITIVITY IS VERTICALITY,CAUSING DECREASE IN CRIME IS TREATING DISEASE
Another round of cuts will cripple the economy.,DECREASE IN QUANTITY IS DOWNWARD MOTION,CAUSING ECONOMIC HARDSHIP IS CAUSING PHYSICAL HARM
"... allow courts to circumvent the First Amendment, slowly eroding the freedom of the press in a much more subtle manner than if they gagged the media directly.",GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS ATTACKING,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH
The government should not muzzle the press.,PUBLIC EVALUABILITY OF GOVERMNENT IS TRANSPARENCY,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH
The plans for the trip have finally been firmed up.,ACTIVITIES ARE JOURNEYS,CERTAIN IS FIRM
Next year's budget is fairly solid at this point.,LESS IS DOWN,CERTAIN IS FIRM
The US handed over control of the prisoners to Afghan authorities.,CONTROL IS UP,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
The Democrats wrested control of four governerships from the Republicans,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
The government acquired control of the company's assets.,CONTROL IS A POSSESSION,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
I got a headache.,HEALTH IS UP,CHANGE OF STATE IS CHANGE OF POSSESSION
My headache went away.,HEALTH IS UP,CHANGE OF STATE IS CHANGE OF POSSESSION
He lost his faith.,WORSENING MOOD IS DOWNWARD MOTION,CHANGE IS LOSS
He got rid of his headache.,HEALTH IS UP,CHANGE IS LOSS
He went crazy.,INTENSITY OF ACTIVITY IS HEAT,CHANGE OF STATE IS CHANGE OF LOCATION
He fell into a depression.,EMOTIONALLY MILD IS EXPERIENCING MILD TEMPERATURE,CHANGE OF STATE IS CHANGE OF LOCATION
I came out of my depression.,EMOTIONALLY MILD IS EXPERIENCING MILD TEMPERATURE,CHANGE OF STATE IS CHANGE OF LOCATION
He went over the edge.,ACTION IS MOTION,CHANGE OF STATE IS CHANGE OF LOCATION
Things have gone from bad to worse lately.,WORSENING MOOD IS DOWNWARD MOTION,CHANGE OF STATE IS CHANGE OF LOCATION
I got a headache.,HEALTH IS UP,CHANGE OF STATE IS CHANGE OF POSSESSION
My headache went away.,HEALTH IS UP,CHANGE OF STATE IS CHANGE OF POSSESSION
One down of the three pillars of “unalienable” rights that hold up this great country of ours.,DECREASE IN QUANTITY IS DOWNWARD MOTION,CITIZEN RIGHTS ARE PHYSICAL STRUCTURES
,NONE,POLITICAL UNREST IS A WILDFIRE
"This is an usagainst-them battle, but the “them” are those who would dismantle our rights.",ARGUMENT IS WAR,CITIZEN RIGHTS ARE PHYSICAL STRUCTURES
Don't let anyone take away your right to vote.,GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS ATTACKING,CITIZEN RIGHTS ARE POSSESSIONS
Do gun rights protect against tyranny?,NEGATIVELY EVALUATED CONDITIONS ARE HARMFUL AGENTS,CITIZEN RIGHTS ARE SHIELDS FROM HARM
We need to protect our rights from infringement.,CITIZEN RIGHTS ARE SHIELDS FROM HARM,CITIZEN RIGHTS ARE TERRITORIES
Nine reasons why we should fire Congress,POLITICAL UNREST IS A WILDFIRE,CITIZENS ARE EMPLOYERS
Snitch Culture: How Citizens are Turned into the Eyes and Ears of the State,CITIZENS ARE EYES AND EARS,CITIZENS ARE EYES AND EARS
This new slavery is a total dependence by individuals and families on government for the materials and funds necessary to maintain a minimum standard of living.,CITIZENS ARE SLAVES,CITIZENS ARE SLAVES
...the people of America’s needs and priorities become second to the needs of the state and the people of America become enslaved to the state.,CITIZENS ARE SLAVES,CITIZENS ARE SLAVES
My mind was racing.,THINKING IS MOVING,COGNIZING IS BODILY FUNCTIONING
My mind is tired.,EMOTIONALLY MILD IS EXPERIENCING MILD TEMPERATURE,COGNIZING IS BODILY FUNCTIONING
Do I have to draw a picture for you?,LEGISLATIVE ACTIVITY IS MAKING OBJECTS,COMMUNICATING IS DRAWING A PICTURE
He painted an idyllic picture of their life together.,LIBERAL MARKET IS A NURTURANT PARENT FAMILY,COMMUNICATING IS DRAWING A PICTURE
I've been feeding him stock market tips for weeks.,COMMUNICATING IS FEEDING,COMMUNICATING IS FEEDING
This book will guide you step by step how to apply for citizenship.,COMMUNICATING IS GUIDING,COMMUNICATING IS GUIDING
You gave me a great idea!,THINKING IS LINGUISTIC ACTIVITY,COMMUNICATING IS OBJECT TRANSFER
Try to pack more thoughts into fewer words.,THINKING IS LINGUISTIC ACTIVITY,COMMUNICATING IS OBJECT TRANSFER
Whenever you have a good idea practice capturing it in words.,THINKING IS LINGUISTIC ACTIVITY,COMMUNICATING IS OBJECT TRANSFER
Don't force your meanings into the wrong words.,THINKING IS LINGUISTIC ACTIVITY,COMMUNICATING IS OBJECT TRANSFER
Try to get your thoughts across better.,THINKING IS LINGUISTIC ACTIVITY,COMMUNICATING IS OBJECT TRANSFER
You still have to give me an idea of what you mean.,THINKING IS LINGUISTIC ACTIVITY,COMMUNICATING IS OBJECT TRANSFER
He pointed out that global warming is real.,AFFECTION IS WARMTH,COMMUNICATING IS POINTING
Let me illustrate the theory with some examples.,UNDERSTANDING IS FOLLOWING,COMMUNICATING IS SHOWING
I'm now going to show you that you are wrong.,PROVING IS SHOWING,COMMUNICATING IS SHOWING
We have to restructure this firm.,CERTAIN IS FIRM,COMPANY IS A COMPLEX STRUCTURE
The arms race.,ARGUMENT IS WAR,COMPETITION IS A RACE
"We’ve been playing chess for years, and he’s finally pulling ahead of me.",ACHIEVING POWER IS MOVING UPWARDS,COMPETITION IS A RACE
"He’s a better writer than I am, and he’s widening the distance.",POSITIVITY IS VERTICALITY,COMPETITION IS A RACE
Vanity finally drove me to have the operation.,HEALTH IS UP,COMPULSION IS A COMPELLING FORCE
Wake up!,CONSCIOUS IS UP,CONSCIOUS IS UP
I'm up!,ACTION IS MOTION,CONSCIOUSNESS IS VERTICALITY
“Your dead kids don’t trump my Constitutional rights.”,ANGER IS THE HEAT OF FLUID IN A CONTAINER,CONSIDERING THE IMPORTANCE OF RIGHTS IS PLAYING A GAME
There is both cotton and polyester in that shirt.,ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS,CONSTITUENTS ARE CONTENTS
This drink is loaded with vitamins.,RESOURCE IS A LIQUID,CONSTITUENTS ARE CONTENTS
Our agenda is packed with events.,MORE IS UP,CONSTITUENTS ARE CONTENTS
There are seven days in a week.,LESS IS DOWN,CONSTITUENTS ARE CONTENTS
This SUV sure is a gas guzzler.,BAD IS STINKY,CONSUMING RESOURCES IS EATING
Demand for paper goods is eating away at our planet's forests.,CONSUMING RESOURCES IS EATING,CONSUMING RESOURCES IS EATING
Developing nations are gobbling up our fossil fuels at any alarming rate.,EXCESS WEALTH IS DISGUSTING,CONSUMING TOO MANY RESOURCES IS EATING TOO MUCH FOOD
The United States' insatiable appetite for electronics will entirely consume our supply of rare metals.,CONSUMING RESOURCES IS EATING,CONSUMING TOO MANY RESOURCES IS EATING TOO MUCH FOOD
His actions are beyond my control.,ANGER IS THE HEAT OF FLUID IN A CONTAINER,CONTROL IS A BOUNDED REGION
The whole situation spiraled out of (our) control.,WORSENING MOOD IS DOWNWARD MOTION,CONTROL IS A BOUNDED REGION
He returned to power.,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION,CONTROL IS A BOUNDED REGION
The president is in control of the executive branch.,GOVERNMENT IS A LEADER,CONTROL IS A BOUNDED REGION
President Mubarak has stepped down from power.,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION,CONTROL IS A BOUNDED REGION
He has control over all the workers.,CONTROL IS UP,CONTROL IS A POSSESSION
The president kept his hold on power.,PERSISTING IS REMAINING ERECT,CONTROL IS A POSSESSION
She regained control of the assembly.,CONTROL IS UP,CONTROL IS A POSSESSION
He possesses the power to heal small animals.,ATTRIBUTES ARE POSSESSIONS,CONTROL IS A POSSESSION
He's putty in her hands.,EMOTIONALLY INTENSE IS HOT,CONTROL IS OBJECT MANIPULATION
I am on top of the situation.,CONTROL IS UP,CONTROL IS UP
He's in a superior position.,HIGH STATUS IS UP,CONTROL IS UP
He's in the high command.,CONTROL IS UP,CONTROL IS UP
He's in the upper echelon.,HIGH STATUS IS UP,CONTROL IS UP
His power rose.,HIGH STATUS IS UP,CONTROL IS UP
Report to your superiors for duty.,COMMUNICATING IS GUIDING,CONTROL IS VERTICALITY
He's the low man on the totem pole.,LOW STATUS IS DOWN,CONTROL IS VERTICALITY
Napoleon's skill at the siege of Toulon while only an artillery captain under General Jacques Dugommier was to start Napoleon on the path of greatness; a rise to power that was to be incredibly rapid.,ACHIEVING POWER IS MOVING UPWARDS,CONTROL IS VERTICALITY
Relax. We've got everything under control.,CONTROL IS UP,CONTROL IS VERTICALITY
Rescuing Iranian Sailors? U.S. Says It Is Just Doing Its Duty,EXPERIENCING A STATE IS BEING AT A LOCATION,COOPERATIVE NATIONS ARE GOOD CITIZENS
California Cities Struggling Under Wave of Corruption,NEGATIVELY EVALUATED GOVERNMENT ACTIVITY IS DISGUSTING OBJECT,CORRUPTION IS A DESTRUCTIVE NATURAL PROCESS
FIFA facing corruption 'tsunami',NEGATIVELY EVALUATED CONDITIONS ARE HARMFUL AGENTS,CORRUPTION IS A DESTRUCTIVE NATURAL PROCESS
Our government is afflicted with the cancer of corruption.,GOVERNMENT IS A DISEASE,CORRUPTION IS A DISEASE
Corrupt officials are infecting our government at every level.,GOVERNMENT IS A DISEASE,CORRUPTION IS A DISEASE
"Our nation has been infested with the termites of corruption, the worms of immorality, and a virus of indifference and apathy.",NEGATIVELY EVALUATED CONDITIONS ARE HARMFUL AGENTS,CORRUPTION IS A TERMITE INFESTATION
Stopping the rot in public life.,PURIFYING IS CLEANSING,CORRUPTION IS DECAY
