I'm going to leave.,RELATED IS CLOSELY,ACTION IS BEING IN A LOCATION
She's close to resigning.,RESIGNING IS CLOSE,ACTION IS BEING IN A LOCATION
Devastation from the hurricane thrust the nation into recession.,NATION IS CONTAINS,ACTION IS MOTION ALONG A PATH
Congress' refusal to compromise is moving the country toward economic ruin.,REFUSAL IS MOVING,ACTION IS MOTION ALONG A PATH
This computer program turns the power on and off.,STAGES IS ENTERING,ACTION IS MOTION
He exercised to the point of exhaustion.,RELATED IS CLOSELY,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She squeezed her way to thinner thighs.,SQUEEZED IS WAY,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He drank himself out of the promotion.,RELATED IS CLOSELY,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He went on with what he was doing.,RELATED IS CLOSELY,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She went back to sleep.,RELATED IS CLOSELY,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She successfully navigated her way through the contract negotiations.,NEGOTIATIONS IS NAVIGATED,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
How did Jerry get out of washing the windows?,WASHING IS OUTSIDE,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
"Outside of washing the windows, what else did you do?",WASHING IS OUTSIDE,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I put a lot of energy into washing the windows.,WASHING IS PUT,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I get a lot of satisfaction out of washing windows.,WASHING IS OUTSIDE,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
Do it over.,RELATED IS CLOSELY,ACTIVITIES ARE JOURNEYS
"In the course of the investigation, new evidence was found.",RELATED IS CLOSELY,ACTIVITIES ARE JOURNEYS
Follow along as I assemble this.,ASSEMBLY IS FOLLOW,ACTIVITIES ARE JOURNEYS
Follow these steps in assembly.,ASSEMBLY IS FOLLOW,ACTIVITIES ARE JOURNEYS
"Law enforcement officers have often described these arrests as a way of reining in criminals whose other, more serious activities present a danger to the public.",RELATED IS CLOSELY,ADDRESSING CRIME IS CONTROLLING AN ANIMAL
Improving access to education is the only sure way to cure us of poverty.,RELATED IS CLOSELY,ADDRESSING POVERTY IS TREATING AN ILLNESS
Debt Ceiling Deal: Wrong Diagnosis Leads to Wrong Treatment for What Ails the Economy,ECONOMIC STATUS IS A POINT ON A SCALE,ADDRESSING SOCIAL PROBLEMS IS TREATING AN ILLNESS
"The most powerful weapon in the war against obesity might be something we all understand: cold, hard cash.",RELATED IS CLOSELY,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
How America's losing the war on poverty,NATION IS CONTAINS,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
"Of course, gun control fanatics pay little attention to facts.",RELATED IS CLOSELY,ADVOCATING GUN CONTROL IS ZEALOTRY
She's warming up to her new brother-in-law.,STAGES IS ENTERING,AFFECTION IS WARMTH
We're finally on the same page.,DISTINGUISHING IS DIVIDING,AGREEMENT IS PHYSICAL PROXIMITY
Who's with me?,WHOLES ARE CONTAINERS,AGREEMENT IS PHYSICAL PROXIMITY
Ecologists Shed New Light On Effects of Light Pollution On Wildlife,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,AID TO KNOWING IS A LIGHT SOURCE
There seems to be growing friendship between Shia Iran and its Sunni-dominated neighbours.,IRAN IS FRIENDSHIP,ALLIANCES ARE FRIENDSHIPS
"Fitch said in a report on Dec. 19 that it expected Congress to find a way to pull back from the “fiscal cliff,” but that it would not be “a credible plan to reduce the federal budget deficit and stabilize government debt over the medium term.”",CONGRESS IS MOVED,ALTERNATIVE LEGISLATION IS ALTERNATIVE PATH
He started going down a bad life path.,RELATED IS CLOSELY,ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS
We have not found a way to stem this rising flood of gun violence.,IMPORTANT IS CENTRAL,AMOUNT OF GUN VIOLENCE IS A FLUID
We are drowning in an ocean of gun violence.,GUNS IS WORSHIP,AMOUNT OF GUN VIOLENCE IS A FLUID
flood of guns,GUNS IS FLOOD,AMOUNT OF GUNS IS A FLUID
WE CANNOT HAVE ISLANDS OF PROSPERITY NEXT TO OCEANS OF POVERTY AND SQUALOR,POVERTY IS OCEANS,AMOUNT OF POVERTY IS SIZE OF GEOGRAPHIC FEATURE
"President Obama said the international community has made great strides toward locking down loose nuclear material, but warned the threat of nuclear materials falling into the hands of terrorist remains.",INTERNATIONAL RELATIONS ARE INTERPERSONAL RELATIONSHIPS,AMOUNT OF PROGRESS IS AMOUNT OF DISTANCE MOVED
"Senate Majority Leader Harry Reid, D-Nevada, told reporters that the next 24 hours would be ""very important"" toward efforts to reach a deal to lessen the harshest impacts of the fiscal cliff, a combination of broad tax hikes and deep spending cuts due to take effect at the start of the new year.",RELATED IS CLOSELY,AMOUNT OF PROGRESS TOWARD ENACTING LEGISLATION IS DISTANCE MOVED ALONG A PATH
"The hallways are filled with the sounds of middle school students, primarily eighth graders, dissecting the second presidential debate from the evening before.",DISTINGUISHING IS DIVIDING,ANALYZING IS DISSECTING
Those are inflammatory remarks.,REMARKS IS INFLAMMATORY,ANGER IS FIRE
She was doing a slow burn.,RELATED IS CLOSELY,ANGER IS FIRE
She was breathing fire.,RELATED IS CLOSELY,ANGER IS FIRE
Your insincere apology just added fuel to the fire.,RELATED IS CLOSELY,ANGER IS FIRE
"After the argument, Dave was smoldering for days.",RELATED IS CLOSELY,ANGER IS FIRE
He was consumed by his anger.,ANGER IS CONSUMED,ANGER IS FIRE
He's seeing red.,COLOR IS NEAR,ANGER IS FIRE
He has a hot temper.,TEMPER IS HOT,ANGER IS HEAT
He's burning with rage.,RAGE IS BURNING,ANGER IS HEAT
"I just touched him, and he went crazy.",RELATED IS CLOSELY,ANGER IS INSANITY
You're driving me nuts!,CONTROL IS HANDED,ANGER IS INSANITY
I'm mad!,EXCITEMENT IS BURSTING,ANGER IS INSANITY
"When the up threw him out of the game, Billy started foaming at the mouth.",RELATED IS CLOSELY,ANGER IS INSANITY
"If anything else goes wrong, I'll get hysterical.",HIBERNATION IS GOES,ANGER IS INSANITY
"He got so angry, he went out of his mind.",RELATED IS CLOSELY,ANGER IS INSANITY
"When my mother finds out, she'll have a fit.",RELATED IS CLOSELY,ANGER IS INSANITY
He's tearing his hair out!,STAGES IS ENTERING,ANGER IS INSANITY
The loud music next door has got him climbing the walls!,RELATED IS CLOSELY,ANGER IS INSANITY
He was just about to burst with anger.,EXCITEMENT IS BURSTING,ANGER IS PRESSURE IN A CONTAINER
You make my blood boil.,ARGUMENT IS BLEW,ANGER IS THE HEAT OF FLUID IN A CONTAINER
I had reached the boiling point.,COMMUNICATING IS POINTING,ANGER IS THE HEAT OF FLUID IN A CONTAINER
Your claims are indefensible.,CLAIMS IS INDEFENSIBLE,ARGUMENT IS PHYSICAL COMBAT
He attacked every weak point in my argument.,ARGUMENT IS ATTACKED,ARGUMENT IS PHYSICAL COMBAT
His criticisms were right on target.,CRITICISMS IS TARGET,ARGUMENT IS WAR
I blew his argument out of the water.,ARGUMENT IS BLEW,ARGUMENT IS PHYSICAL COMBAT
I've never won an argument with him.,ARGUMENT IS WON,ARGUMENT IS PHYSICAL COMBAT
"You disagree? OK, shoot!",DISAGREE IS SHOOT,ARGUMENT IS PHYSICAL COMBAT
"If you use that strategy, he'll wipe you out.",RELATED IS CLOSELY,ARGUMENT IS PHYSICAL COMBAT
He shot down all of my arguments.,ARGUMENTS IS BOMBARDED,ARGUMENT IS PHYSICAL COMBAT
He bombarded them with clever arguments.,ARGUMENTS IS BOMBARDED,ARGUMENT IS WAR
His criticisms were right on target.,CRITICISMS IS TARGET,ARGUMENT IS WAR
Five is made up of two plus three.,RELATED IS CLOSELY,ARITHMETIC IS OBJECT CONSTRUCTION
"If you put 2 and 2 together, you get 4.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ARITHMETIC IS OBJECT CONSTRUCTION
We need to know how big of a problem that is.,PROBLEMS IS FACED,ASSESSING IS MEASURING
Our conservation program needs your support.,RELATED IS CLOSELY,HELP IS PHYSICAL SUPPORT
I've really been leaning on my friends the past few months.,SOCIAL IS LADDER,HELP IS PHYSICAL SUPPORT
"You could talk about the dealerships, auto dealerships that were closed down when the government got control of a couple of the auto companies, an awful lot of people lost jobs, businesses were closed, and so on.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ATTAINING CONTROL IS GAINING A POSSESSION
"The Shadow Party: How George Soros, Hillary Clinton, and Sixties Radicals Seized Control of the Democratic Party",CONTROL IS SEIZED,ATTAINING CONTROL IS GAINING A POSSESSION
"If you soak it in water, the wood will lose its rigidity.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,ATTRIBUTES ARE ENTITIES
She has a sunny disposition.,RELATED IS CLOSELY,ATTRIBUTES ARE POSSESSIONS
This place has lost a lot of its charm.,CHARM IS LOST,ATTRIBUTES ARE POSSESSIONS
The new mustache gave him an older appearance.,RELATED IS CLOSELY,ATTRIBUTES ARE POSSESSIONS
"In a democratic government, authority is given to it by the people.",AUTHORITY IS GIVEN,ATTRIBUTES OF GOVERNMENT ARE ENTITIES
This movie stinks!,CONTROL IS SEIZED,BAD IS STINKY
He's no longer with us.,WOMAN IS WITHERED,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION
He's gone / departed.,WOMAN IS WITHERED,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION
He is an upstanding citizen.,WHOLES ARE POSSESSORS,BEING GOOD IS BEING UPRIGHT
I refuse to stoop to that kind of behavior.,BEHAVIOUR IS STOOP,BEING IMMORAL IS BEING LOW
The prescribing physician is in the best position to evaluate a patient's treatment history and options.,SUPERVISOR IS TOP,BEING POISED TO KNOW IS BEING POSITIONED TO SEE WELL
Hold on to your beliefs and never let them go.,RELATED IS CLOSELY,BELIEFS ARE POSSESSIONS
He was filled with anger.,ANGER IS FILLED,BODY IS A CONTAINER FOR EMOTIONS
She couldn't contain her joy.,WHOLES ARE CONTAINERS,BODY IS A CONTAINER FOR EMOTIONS
She was brimming with rage.,RELATED IS CLOSELY,BODY IS A CONTAINER FOR EMOTIONS
Lost in the bureaucratic maze of city's criminal justice system,STAGES IS ENTERING,BUREACRACY IS A MAZE
The creation of this board of unelected bureaucrats is yet another tentacle of the Obama Administration digging its way into the doctors-patient relationship.,BUREAUCRATS IS TENTACLE,BUREACRACY IS AN OCTOPUS
"Confronted with the grinding cogs of bureaucracy, but needing a new cap, Coltrane shrugged and filled out the form.",RELATED IS CLOSELY,BUREAUCRACY IS A MACHINE
"You could call me just a work-for-hire hack, and a willing, contented cog in a bureaucratic machine.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,BUREAUCRATS ARE MACHINE PARTS
It's Now Apple And Samsung's Game To Lose--Everyone Else Is An Also-Ran,OTHER,BUSINESS COMPETITION IS COMPETITIVE SPORTS
Here are some tips to grow your business.,BUSINESS IS GROWING,BUSINESSES ARE LIVING ENTITIES
Stars whose careers collapsed in a relatively short amount of time,CAREER IS COLLAPSED,CAREER IS A BUILDING
How to make a career out of things you would do even for free.,RELATED IS CLOSELY,CAREER IS A COMPLEX STRUCTURE
Tomatoes technically fall within the fruit category.,CATEGORY IS WITHIN,CATEGORIES ARE BOUNDED REGIONS
"I wouldn't put him in the friend category, exactly.",OTHER,CATEGORIES ARE BOUNDED REGIONS
The noise is giving me a headache.,PSYCHE IS WOUND,CAUSATION IS OBJECT TRANSFER
She was forced into an arranged marriage.,RELATED IS CLOSELY,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Her parents kept pushing her until she succeeded.,RELATED IS CLOSELY,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Regulations keep me from moving ahead with this housing project.,CONTROL IS HANDED,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
Sudden illness stopped his progress.,RELATED IS CLOSELY,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He's really gotten hung up at that step in the process.,STAGES IS ENTERING,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He is so caught up in his work he can't do anything else.,RELATED IS CLOSELY,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He was held up in the meeting.,RELATED IS CLOSELY,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
The trial thrust O.J.'s attorney's into the limelight.,STAGES IS ENTERING,CAUSES ARE FORCES
FDR's leadership brought the country out of the depression.,RELATED IS CLOSELY,CAUSES ARE FORCES
That experience pushed him over the edge,ISSUE IS EXPOSED,CAUSES ARE FORCES
Thriving community centers have proven to be an effective treatment against violent crime in a number of neighborhoods.,PROVING IS SHOWING,CAUSING DECREASE IN CRIME IS TREATING DISEASE
Another round of cuts will cripple the economy.,ECONOMY IS CRIPPLE,CAUSING ECONOMIC HARDSHIP IS CAUSING PHYSICAL HARM
"... allow courts to circumvent the First Amendment, slowly eroding the freedom of the press in a much more subtle manner than if they gagged the media directly.",CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH
The government should not muzzle the press.,PRESS IS MUZZLE,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH
The plans for the trip have finally been firmed up.,CERTAIN IS FIRM,CERTAIN IS FIRM
Next year's budget is fairly solid at this point.,RELATIONSHIP IS SOLID,CERTAIN IS FIRM
The US handed over control of the prisoners to Afghan authorities.,CONTROL IS WRESTED,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
The Democrats wrested control of four governerships from the Republicans,CONTROL IS WRESTED,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
The government acquired control of the company's assets.,CONTROL IS ACQUIRED,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
I got a headache.,RELATED IS CLOSELY,CHANGE OF STATE IS CHANGE OF POSSESSION
My headache went away.,RELATED IS CLOSELY,CHANGE OF STATE IS CHANGE OF POSSESSION
He lost his faith.,RELATED IS CLOSELY,CHANGE IS LOSS
He got rid of his headache.,RELATED IS CLOSELY,CHANGE IS LOSS
He went crazy.,RELATED IS CLOSELY,CHANGE OF STATE IS CHANGE OF LOCATION
He fell into a depression.,RELATED IS CLOSELY,CHANGE OF STATE IS CHANGE OF LOCATION
I came out of my depression.,DEPRESSION IS OUT,CHANGE OF STATE IS CHANGE OF LOCATION
He went over the edge.,RELATED IS CLOSELY,CHANGE OF STATE IS CHANGE OF LOCATION
Things have gone from bad to worse lately.,RELATED IS CLOSELY,CHANGE OF STATE IS CHANGE OF LOCATION
I got a headache.,RELATED IS CLOSELY,CHANGE OF STATE IS CHANGE OF POSSESSION
My headache went away.,RELATED IS CLOSELY,CHANGE OF STATE IS CHANGE OF POSSESSION
One down of the three pillars of “unalienable” rights that hold up this great country of ours.,RIGHTS IS PILLARS,CITIZEN RIGHTS ARE PHYSICAL STRUCTURES
,NONE,POLITICAL UNREST IS A WILDFIRE
"This is an usagainst-them battle, but the “them” are those who would dismantle our rights.",RIGHTS IS DISMANTLE,CITIZEN RIGHTS ARE PHYSICAL STRUCTURES
Don't let anyone take away your right to vote.,RELATED IS CLOSELY,CITIZEN RIGHTS ARE POSSESSIONS
Do gun rights protect against tyranny?,RIGHTS IS PROTECT,CITIZEN RIGHTS ARE SHIELDS FROM HARM
We need to protect our rights from infringement.,RIGHTS IS PROTECT,CITIZEN RIGHTS ARE TERRITORIES
Nine reasons why we should fire Congress,CONGRESS IS MOVED,CITIZENS ARE EMPLOYERS
Snitch Culture: How Citizens are Turned into the Eyes and Ears of the State,CITIZENS ARE EYES AND EARS,CITIZENS ARE EYES AND EARS
This new slavery is a total dependence by individuals and families on government for the materials and funds necessary to maintain a minimum standard of living.,RELATED IS CLOSELY,CITIZENS ARE SLAVES
...the people of America’s needs and priorities become second to the needs of the state and the people of America become enslaved to the state.,STATE IS ENSLAVED,CITIZENS ARE SLAVES
My mind was racing.,MIND IS RACING,COGNIZING IS BODILY FUNCTIONING
My mind is tired.,MIND IS TIRED,COGNIZING IS BODILY FUNCTIONING
Do I have to draw a picture for you?,COMMUNICATING IS DRAWING A PICTURE,COMMUNICATING IS DRAWING A PICTURE
He painted an idyllic picture of their life together.,RELATED IS CLOSELY,COMMUNICATING IS DRAWING A PICTURE
I've been feeding him stock market tips for weeks.,Ongoing causation is nourishing,COMMUNICATING IS FEEDING
This book will guide you step by step how to apply for citizenship.,COMMUNICATING IS GUIDING,COMMUNICATING IS GUIDING
You gave me a great idea!,IDEA IS GOT,COMMUNICATING IS OBJECT TRANSFER
Try to pack more thoughts into fewer words.,DISTINGUISHING IS DIVIDING,COMMUNICATING IS OBJECT TRANSFER
Whenever you have a good idea practice capturing it in words.,WORDS IS CAPTURING,COMMUNICATING IS OBJECT TRANSFER
Don't force your meanings into the wrong words.,DISTINGUISHING IS DIVIDING,COMMUNICATING IS OBJECT TRANSFER
Try to get your thoughts across better.,SHEEP IS COVERED,COMMUNICATING IS OBJECT TRANSFER
You still have to give me an idea of what you mean.,RELATED IS CLOSELY,COMMUNICATING IS OBJECT TRANSFER
He pointed out that global warming is real.,RELATED IS CLOSELY,COMMUNICATING IS POINTING
Let me illustrate the theory with some examples.,INTERNATIONAL RELATIONS ARE INTERPERSONAL RELATIONSHIPS,COMMUNICATING IS SHOWING
I'm now going to show you that you are wrong.,RELATED IS CLOSELY,COMMUNICATING IS SHOWING
We have to restructure this firm.,FIRM IS RESTRUCTURE,COMPANY IS A COMPLEX STRUCTURE
The arms race.,RELATED IS CLOSELY,COMPETITION IS A RACE
"We’ve been playing chess for years, and he’s finally pulling ahead of me.",INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,COMPETITION IS A RACE
"He’s a better writer than I am, and he’s widening the distance.",RELATED IS CLOSELY,COMPETITION IS A RACE
Vanity finally drove me to have the operation.,VANITY IS DROVE,COMPULSION IS A COMPELLING FORCE
Wake up!,STAGES IS ENTERING,CONSCIOUS IS UP
I'm up!,SUPERVISOR IS TOP,CONSCIOUSNESS IS VERTICALITY
“Your dead kids don’t trump my Constitutional rights.”,CONSTITUENTS ARE CONTENTS,CONSIDERING THE IMPORTANCE OF RIGHTS IS PLAYING A GAME
There is both cotton and polyester in that shirt.,RELATED IS CLOSELY,CONSTITUENTS ARE CONTENTS
This drink is loaded with vitamins.,WHOLES ARE POSSESSORS,CONSTITUENTS ARE CONTENTS
Our agenda is packed with events.,WHOLES ARE CONTAINERS,CONSTITUENTS ARE CONTENTS
There are seven days in a week.,DAYS IS SANDS,CONSTITUENTS ARE CONTENTS
This SUV sure is a gas guzzler.,GAS IS GUZZLER,CONSUMING RESOURCES IS EATING
Demand for paper goods is eating away at our planet's forests.,PREPARING IDEAS TO BE UNDERSTOOD IS FOOD PREPARATION,CONSUMING RESOURCES IS EATING
Developing nations are gobbling up our fossil fuels at any alarming rate.,NATION IS CONTAINS,CONSUMING TOO MANY RESOURCES IS EATING TOO MUCH FOOD
The United States' insatiable appetite for electronics will entirely consume our supply of rare metals.,NATION IS CONTAINS,CONSUMING TOO MANY RESOURCES IS EATING TOO MUCH FOOD
His actions are beyond my control.,CONTROL IS BEYOND,CONTROL IS A BOUNDED REGION
The whole situation spiraled out of (our) control.,CONTROL IS WRESTED,CONTROL IS A BOUNDED REGION
He returned to power.,POWER IS RETURNED,CONTROL IS A BOUNDED REGION
The president is in control of the executive branch.,CONTROL IS HANDED,CONTROL IS A BOUNDED REGION
President Mubarak has stepped down from power.,GOVERNMENT IS WITHERED,CONTROL IS A BOUNDED REGION
He has control over all the workers.,CONTROL IS HANDED,CONTROL IS A POSSESSION
The president kept his hold on power.,CONTROL IS HANDED,CONTROL IS A POSSESSION
She regained control of the assembly.,CONTROL IS ACQUIRED,CONTROL IS A POSSESSION
He possesses the power to heal small animals.,WHOLES ARE POSSESSORS,CONTROL IS A POSSESSION
He's putty in her hands.,CONTROL IS HANDED,CONTROL IS OBJECT MANIPULATION
I am on top of the situation.,COMMUNICATING IS POINTING,CONTROL IS UP
He's in a superior position.,SUPERVISOR IS TOP,CONTROL IS UP
He's in the high command.,COMMAND IS HIGH,CONTROL IS UP
He's in the upper echelon.,ECHELON IS UPPER,CONTROL IS UP
His power rose.,RELATED IS CLOSELY,CONTROL IS UP
Report to your superiors for duty.,SUPERVISOR IS TOP,CONTROL IS VERTICALITY
He's the low man on the totem pole.,COMMUNICATING IS POINTING,CONTROL IS VERTICALITY
Napoleon's skill at the siege of Toulon while only an artillery captain under General Jacques Dugommier was to start Napoleon on the path of greatness; a rise to power that was to be incredibly rapid.,ACHIEVING POWER IS MOVING UPWARDS,CONTROL IS VERTICALITY
Relax. We've got everything under control.,CONTROL IS ACQUIRED,CONTROL IS VERTICALITY
Rescuing Iranian Sailors? U.S. Says It Is Just Doing Its Duty,RELATED IS CLOSELY,COOPERATIVE NATIONS ARE GOOD CITIZENS
California Cities Struggling Under Wave of Corruption,STAGES IS ENTERING,CORRUPTION IS A DESTRUCTIVE NATURAL PROCESS
FIFA facing corruption 'tsunami',CORRUPTION IS TSUNAMI,CORRUPTION IS A DESTRUCTIVE NATURAL PROCESS
Our government is afflicted with the cancer of corruption.,GOVERNMENT IS CANCEROUS,CORRUPTION IS A DISEASE
Corrupt officials are infecting our government at every level.,GOVERNMENT IS INFECTED,CORRUPTION IS A DISEASE
"Our nation has been infested with the termites of corruption, the worms of immorality, and a virus of indifference and apathy.",CORRUPTION IS TERMITES,CORRUPTION IS A TERMITE INFESTATION
Stopping the rot in public life.,RELATED IS CLOSELY,CORRUPTION IS DECAY
Corruption is eroding the public trust in government.,CORRUPTION IS TERMITES,CORRUPTION IS EROSION
Out of these discussions will grow legislation of farreaching importance.,LEGISLATURE IS APPROACH,LAWS ARE PLANTS
The solution only created more problems.,PROBLEMS IS FACED,CREATING IS MAKING
Crime has infected communities everywhere.,CRIME IS INFECTED,CRIME IS A DISEASE
Crime is a beast ravaging the city.,CRIME IS AN ANIMAL,CRIME IS AN ANIMAL
He attacked the speaker with harsh words of criticism.,CRITICISM IS ATTACKED,CRITICIZING IS ATTACKING
Obama and Romney Strike Blows Over Benghazi,STAGES IS ENTERING,DEBATING IS ONE-ON-ONE PHYSICAL FIGHTING
Credit card debt has been growing significantly,DEBT IS GROWING,DEBT IS AN ORGANISM
,NONE,POLITICAL UNREST IS A WILDFIRE
Debt is holding me back from reaching my goals.,RELATED IS CLOSELY,DEBT IS PHYSICAL IMPEDIMENTS TO MOTION
He is far more intelligent than he looks.,RELATED IS CLOSELY,DEGREE IS DISTANCE ALONG A PATH
He is a person of very high moral standards.,RELATED IS CLOSELY,DEGREE OF MORALITY IS PHYSICAL HEIGHT
"To us, culture and spirituality are very close concepts.",RELATED IS CLOSELY,DEGREE OF SIMILARITY IS DEGREE OF PROXIMITY
fledgling democracy,DEMOCRACY IS FLEDGING,DEMOCRACY IS A BIRD
democracy spreads its wings,DEMOCRACY IS WINGS,DEMOCRACY IS A BIRD
plant the seeds of democracy,DEMOCRACY IS SEEDS,DEMOCRACY IS A PLANT
democracy blossoms,DEMOCRACY IS BLOSSOMS,DEMOCRACY IS A PLANT
democracy for sale,DEMOCRACY IS SALE,DEMOCRATIC IDEOLOGY IS A COMMODITY
He's drooling over a new car.,DEBT IS DROWNING,DESIRE IS HUNGER
He hungered for her attention.,RELATED IS CLOSELY,DESIRE IS HUNGER
Tips on how to cultivate openness to change.,OPENNESS IS CULTIVATE,DEVELOPING AN ATTRIBUTE IS CULTIVATION
"To be cool, you have to wear your overalls this way.",WHOLES ARE POSSESSORS,DIFFERENT MEANS OF ACHIEVING A PURPOSE ARE DIFFERENT PATHS TO A DESTINATION
She solved the problem a different way.,PROBLEMS IS FACED,DIFFERENT MEANS OF ACHIEVING A PURPOSE ARE DIFFERENT PATHS TO A DESTINATION
Do it any way you can.,INTERRELATEDNESS IS PHYSICAL INTERCONNECTEDNESS,DIFFERENT MEANS OF ACHIEVING A PURPOSE ARE DIFFERENT PATHS TO A DESTINATION
However you want to go about repairing it is fine with me.,MEANS ARE PATHS,DIFFERENT MEANS OF ACHIEVING A PURPOSE ARE DIFFERENT PATHS TO A DESTINATION
Our project has hit a roadblock.,BILLS IS ROADBLOCKS,DIFFICULTIES ARE IMPEDIMENTS TO MOVEMENT
What's holding you back from pursuing your dreams?,CONTROL IS HANDED,DIFFICULTIES ARE IMPEDIMENTS TO MOVEMENT
They faced some tough problems at the beginning of their marriage but got over them quickly.,PROBLEMS IS FACED,DIFFICULTIES ARE IMPEDIMENTS TO MOVEMENT
