Regensburg’s political influence reached its peak when Regensburg was city of the Perpetual Diet or General Assembly of the Imperial Estates of the Holy Roman Empire from 1663 to 1806.,GOVERNMENT IS A POLICEMAN,ACHIEVING POWER IS MOVING UPWARDS
We pitched them the idea and they ate it right up.,HEALTH IS UP,ACQUIRING IDEAS IS EATING
He's been feeding her lies all these years.,LEADING A GROUP IS DRIVING A VEHICLE,ACQUIRING IDEAS IS EATING
This article is hard to digest.,EFFECTIVE GOVERNMENT INSTITUTION IS A STRONG BUILDING,ACQUIRING IDEAS IS EATING
The car is in motion.,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,ACTION IS BEING IN A LOCATION
I'm going to leave.,EQUALITY IS BEING ON THE SAME VERTICAL LEVEL,ACTION IS BEING IN A LOCATION
She's close to resigning.,EDUCATION IS COMPONENT OF BUILDING,ACTION IS BEING IN A LOCATION
Devastation from the hurricane thrust the nation into recession.,IMPROVING A STATE IS MOTION TO A PREFERRED LOCATION,ACTION IS MOTION ALONG A PATH
Congress' refusal to compromise is moving the country toward economic ruin.,IMPEDIMENTS TO IMPROVING ECONOMIC STATUS IS CONFUSING PATHS TO MOVING OUT OF A LOCATION,ACTION IS MOTION ALONG A PATH
This computer program turns the power on and off.,EFFECTIVE GOVERNMENT INSTITUTION IS A STRONG BUILDING,ACTION IS MOTION
He exercised to the point of exhaustion.,EDUCATION IS COMPONENT OF BUILDING,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She squeezed her way to thinner thighs.,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He drank himself out of the promotion.,GOVERNMENT ASSISTANCE IS AN ADDICTIVE DRUG,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
He went on with what he was doing.,GOVERNING ACTION IS MOTION,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She went back to sleep.,TAXATION IS SLAVERY,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
She successfully navigated her way through the contract negotiations.,CONSIDERING THE IMPORTANCE OF RIGHTS IS PLAYING A GAME,ACTION IS SELF-PROPELLED MOTION ALONG A PATH
How did Jerry get out of washing the windows?,GUN RIGHTS ARE VALUABLE POSSESSIONS,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
"Outside of washing the windows, what else did you do?",EXPLOITATION OF RESOURCES IS A PARASITIC INFECTION,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I put a lot of energy into washing the windows.,TRUST IN GOVERNMENT IS A BUILDING,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
I get a lot of satisfaction out of washing windows.,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,ACTIVITIES ARE BOUNDED REGIONS IN SPACE
Do it over.,OTHER,ACTIVITIES ARE JOURNEYS
"In the course of the investigation, new evidence was found.",DIFFICULTIES IN KNOWING ARE VISUAL OBSTRUCTIONS,ACTIVITIES ARE JOURNEYS
Follow along as I assemble this.,SELECTION IS ADOPTION,ACTIVITIES ARE JOURNEYS
Follow these steps in assembly.,ELECTION IS A GAME,ACTIVITIES ARE JOURNEYS
"Law enforcement officers have often described these arrests as a way of reining in criminals whose other, more serious activities present a danger to the public.",GOVERNMENT'S POSITIVE TREATMENT OF RIGHTS IS DEFENDING A TERRITORY,ADDRESSING CRIME IS CONTROLLING AN ANIMAL
Improving access to education is the only sure way to cure us of poverty.,IMPROVING ECONOMIC STATUS IS MOVING OUT OF AN UNDESIRABLE LOCATION,ADDRESSING POVERTY IS TREATING AN ILLNESS
Debt Ceiling Deal: Wrong Diagnosis Leads to Wrong Treatment for What Ails the Economy,RIGHTS ARE PHYSICAL ENTITIES,ADDRESSING SOCIAL PROBLEMS IS TREATING AN ILLNESS
"The most powerful weapon in the war against obesity might be something we all understand: cold, hard cash.",EMOTIONALLY INDIFFERENT IS COLD,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
How America's losing the war on poverty,GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS TRAMPLING ON AN OBJECT,ADDRESSING SOCIAL PROBLEMS IS WAGING WAR
"Of course, gun control fanatics pay little attention to facts.",GUN CONTROL LEGISLATION IS PHYSICAL RESTRAINT,ADVOCATING GUN CONTROL IS ZEALOTRY
She's warming up to her new brother-in-law.,GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS TRAMPLING ON AN OBJECT,AFFECTION IS WARMTH
We're finally on the same page.,EQUALITY IS BEING ON THE SAME VERTICAL LEVEL,AGREEMENT IS PHYSICAL PROXIMITY
Who's with me?,SOCIETY IS A PERSON,AGREEMENT IS PHYSICAL PROXIMITY
Ecologists Shed New Light On Effects of Light Pollution On Wildlife,EQUALITY IS BEING ON THE SAME VERTICAL LEVEL,AID TO KNOWING IS A LIGHT SOURCE
There seems to be growing friendship between Shia Iran and its Sunni-dominated neighbours.,GOVERNMENT IS A BUSINESS,ALLIANCES ARE FRIENDSHIPS
"Fitch said in a report on Dec. 19 that it expected Congress to find a way to pull back from the “fiscal cliff,” but that it would not be “a credible plan to reduce the federal budget deficit and stabilize government debt over the medium term.”",CERTAIN IS FIRM,ALTERNATIVE LEGISLATION IS ALTERNATIVE PATH
He started going down a bad life path.,BEING IMPOVERISHED IS BEING AT A LOW LOCATION,ALTERNATIVES ARE DIFFERENT AVAILABLE PATHS
We have not found a way to stem this rising flood of gun violence.,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,AMOUNT OF GUN VIOLENCE IS A FLUID
We are drowning in an ocean of gun violence.,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,AMOUNT OF GUN VIOLENCE IS A FLUID
flood of guns,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,AMOUNT OF GUNS IS A FLUID
WE CANNOT HAVE ISLANDS OF PROSPERITY NEXT TO OCEANS OF POVERTY AND SQUALOR,SURVIVING CANCER IS WINNING A COMPETITION,AMOUNT OF POVERTY IS SIZE OF GEOGRAPHIC FEATURE
"President Obama said the international community has made great strides toward locking down loose nuclear material, but warned the threat of nuclear materials falling into the hands of terrorist remains.",SOCIAL GROUPS ARE BUILDINGS,AMOUNT OF PROGRESS IS AMOUNT OF DISTANCE MOVED
"Senate Majority Leader Harry Reid, D-Nevada, told reporters that the next 24 hours would be ""very important"" toward efforts to reach a deal to lessen the harshest impacts of the fiscal cliff, a combination of broad tax hikes and deep spending cuts due to take effect at the start of the new year.",RIGHTS ARE TERRITORIES,AMOUNT OF PROGRESS TOWARD ENACTING LEGISLATION IS DISTANCE MOVED ALONG A PATH
"The hallways are filled with the sounds of middle school students, primarily eighth graders, dissecting the second presidential debate from the evening before.",SOCIAL GROUPS ARE BUILDINGS,ANALYZING IS DISSECTING
Those are inflammatory remarks.,RELATEDNESS IS PROXIMITY,ANGER IS FIRE
She was doing a slow burn.,MIND IS A BUILDING,ANGER IS FIRE
She was breathing fire.,CAREER IS A BUILDING,ANGER IS FIRE
Your insincere apology just added fuel to the fire.,INTERESTING IDEAS ARE APPETIZING FOODS,ANGER IS FIRE
"After the argument, Dave was smoldering for days.",CONSIDERING THE IMPORTANCE OF RIGHTS IS PLAYING A GAME,ANGER IS FIRE
He was consumed by his anger.,CONSIDERING THE IMPORTANCE OF RIGHTS IS PLAYING A GAME,ANGER IS FIRE
He's seeing red.,RIGHTS ARE TERRITORIES,ANGER IS FIRE
He has a hot temper.,HAPPINESS IS VERTICALITY,ANGER IS HEAT
He's burning with rage.,DESIRE IS HUNGER,ANGER IS HEAT
"I just touched him, and he went crazy.",POVERTY IS A FIERCE CREATURE,ANGER IS INSANITY
You're driving me nuts!,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,ANGER IS INSANITY
I'm mad!,GOVERNMENT IS REFEREE,ANGER IS INSANITY
"When the up threw him out of the game, Billy started foaming at the mouth.",HAPPY IS UP,ANGER IS INSANITY
"If anything else goes wrong, I'll get hysterical.",RIGHTS ARE PHYSICAL ENTITIES,ANGER IS INSANITY
"He got so angry, he went out of his mind.",AMOUNT OF RESOURCE IS BODY WEIGHT,ANGER IS INSANITY
"When my mother finds out, she'll have a fit.",TAXATION IS A FORCE,ANGER IS INSANITY
He's tearing his hair out!,SEEING IS TOUCHING,ANGER IS INSANITY
The loud music next door has got him climbing the walls!,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,ANGER IS INSANITY
He was just about to burst with anger.,EFFECTIVE GOVERNMENT INSTITUTION IS A STRONG BUILDING,ANGER IS PRESSURE IN A CONTAINER
You make my blood boil.,MIND IS A BUILDING,ANGER IS THE HEAT OF FLUID IN A CONTAINER
I had reached the boiling point.,MIND IS A BUILDING,ANGER IS THE HEAT OF FLUID IN A CONTAINER
Your claims are indefensible.,GOVERNMENT FUNCTIONALITY IS VERTICALITY,ARGUMENT IS PHYSICAL COMBAT
He attacked every weak point in my argument.,BAD IS STINKY,ARGUMENT IS PHYSICAL COMBAT
His criticisms were right on target.,RIGHTS ARE TERRITORIES,ARGUMENT IS WAR
I blew his argument out of the water.,AMOUNT OF PROGRESS IS AMOUNT OF DISTANCE MOVED,ARGUMENT IS PHYSICAL COMBAT
I've never won an argument with him.,PREVENTED CHANGE OF STATE IS PREVENTED CHANGE OF LOCATION,ARGUMENT IS PHYSICAL COMBAT
"You disagree? OK, shoot!",EDUCATION IS COMPONENT OF BUILDING,ARGUMENT IS PHYSICAL COMBAT
"If you use that strategy, he'll wipe you out.",EDUCATION IS COMPONENT OF BUILDING,ARGUMENT IS PHYSICAL COMBAT
He shot down all of my arguments.,LESS IS DOWN,ARGUMENT IS PHYSICAL COMBAT
He bombarded them with clever arguments.,TRUST RELATIONSHIPS ARE BUILDINGS,ARGUMENT IS WAR
His criticisms were right on target.,RIGHTS ARE TERRITORIES,ARGUMENT IS WAR
Five is made up of two plus three.,TAXATION IS A FORCE,ARITHMETIC IS OBJECT CONSTRUCTION
"If you put 2 and 2 together, you get 4.",COMMUNICATING IS GUIDING,ARITHMETIC IS OBJECT CONSTRUCTION
We need to know how big of a problem that is.,COMPETITION IS A RACE,ASSESSING IS MEASURING
Our conservation program needs your support.,HIERARCHY IS A VERTICAL STRUCTURE,HELP IS PHYSICAL SUPPORT
I've really been leaning on my friends the past few months.,LEADING A GROUP IS DRIVING A VEHICLE,HELP IS PHYSICAL SUPPORT
"You could talk about the dealerships, auto dealerships that were closed down when the government got control of a couple of the auto companies, an awful lot of people lost jobs, businesses were closed, and so on.",INSTITUTIONS ARE BUILDINGS,ATTAINING CONTROL IS GAINING A POSSESSION
"The Shadow Party: How George Soros, Hillary Clinton, and Sixties Radicals Seized Control of the Democratic Party",GOVERNMENT AND CITIZENS ARE PARTNERS,ATTAINING CONTROL IS GAINING A POSSESSION
"If you soak it in water, the wood will lose its rigidity.",TAXATION IS SLAVERY,ATTRIBUTES ARE ENTITIES
She has a sunny disposition.,MONEY IS A SUBSTANCE,ATTRIBUTES ARE POSSESSIONS
This place has lost a lot of its charm.,TERMINATION OF CONTROL IS LOSS OF A POSSESSION,ATTRIBUTES ARE POSSESSIONS
The new mustache gave him an older appearance.,INHIBITTING ENACTMENT OF LEGISLATION IS IMPEDING MOTION,ATTRIBUTES ARE POSSESSIONS
"In a democratic government, authority is given to it by the people.",POLITICAL REGION IS A VEHICLE,ATTRIBUTES OF GOVERNMENT ARE ENTITIES
This movie stinks!,EFFECTIVE GOVERNMENT INSTITUTION IS A STRONG BUILDING,BAD IS STINKY
He's no longer with us.,NOW IS HERE,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION
He's gone / departed.,TAXATION IS SLAVERY,BEING ALIVE IS BEING PHYSICALLY AT THIS LOCATION
He is an upstanding citizen.,GOVERNMENT IS A PERSON,BEING GOOD IS BEING UPRIGHT
I refuse to stoop to that kind of behavior.,GOVERNMENT IS REFEREE,BEING IMMORAL IS BEING LOW
The prescribing physician is in the best position to evaluate a patient's treatment history and options.,LIFE IS A PRECIOUS POSSESSION,BEING POISED TO KNOW IS BEING POSITIONED TO SEE WELL
Hold on to your beliefs and never let them go.,ENTITLEMENT HOLDERS ARE LEECHES,BELIEFS ARE POSSESSIONS
He was filled with anger.,CAREER IS A BUILDING,BODY IS A CONTAINER FOR EMOTIONS
She couldn't contain her joy.,BEING POISED TO KNOW IS BEING POSITIONED TO SEE WELL,BODY IS A CONTAINER FOR EMOTIONS
She was brimming with rage.,GOVERNMENT INSTITUTION IS A BUILDING,BODY IS A CONTAINER FOR EMOTIONS
Lost in the bureaucratic maze of city's criminal justice system,GOVERNMENT'S POSITIVE TREATMENT OF RIGHTS IS SUPPORTING A PHYSICAL STRUCTURE,BUREACRACY IS A MAZE
The creation of this board of unelected bureaucrats is yet another tentacle of the Obama Administration digging its way into the doctors-patient relationship.,ATTRIBUTES OF GOVERNMENT ARE ENTITIES,BUREACRACY IS AN OCTOPUS
"Confronted with the grinding cogs of bureaucracy, but needing a new cap, Coltrane shrugged and filled out the form.",SOCIAL GROUPS ARE BUILDINGS,BUREAUCRACY IS A MACHINE
"You could call me just a work-for-hire hack, and a willing, contented cog in a bureaucratic machine.",GOVERNMENT ASSISTANCE IS A HANDOUT,BUREAUCRATS ARE MACHINE PARTS
It's Now Apple And Samsung's Game To Lose--Everyone Else Is An Also-Ran,GOVERNMENT ASSISTANCE IS AN ADDICTIVE DRUG,BUSINESS COMPETITION IS COMPETITIVE SPORTS
Here are some tips to grow your business.,TRUST RELATIONSHIPS ARE BUILDINGS,BUSINESSES ARE LIVING ENTITIES
Stars whose careers collapsed in a relatively short amount of time,STATES ARE LOCATIONS,CAREER IS A BUILDING
How to make a career out of things you would do even for free.,LIFE IS A PRECIOUS POSSESSION,CAREER IS A COMPLEX STRUCTURE
Tomatoes technically fall within the fruit category.,GOVERNMENT IS A LEECH,CATEGORIES ARE BOUNDED REGIONS
"I wouldn't put him in the friend category, exactly.",GOVERNMENT FUNCTIONALITY IS VERTICALITY,CATEGORIES ARE BOUNDED REGIONS
The noise is giving me a headache.,EFFECTIVE GOVERNMENT INSTITUTION IS A STRONG BUILDING,CAUSATION IS OBJECT TRANSFER
She was forced into an arranged marriage.,CONSIDERING THE IMPORTANCE OF RIGHTS IS PLAYING A GAME,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Her parents kept pushing her until she succeeded.,PERSISTING IS REMAINING ERECT,CAUSED CHANGE OF STATE IS CAUSED CHANGE OF LOCATION
Regulations keep me from moving ahead with this housing project.,IMPROVING A STATE IS MOTION TO A PREFERRED LOCATION,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
Sudden illness stopped his progress.,SENSING IS SMELLING,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He's really gotten hung up at that step in the process.,GOVERNMENT ASSISTANCE IS A HANDOUT,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He is so caught up in his work he can't do anything else.,HEALTH IS UP,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
He was held up in the meeting.,HEALTH IS UP,CAUSED INABILITY TO ACT IS PREVENTION OF MOTION ALONG A PATH
The trial thrust O.J.'s attorney's into the limelight.,EFFECTIVE GOVERNMENT INSTITUTION IS A STRONG BUILDING,CAUSES ARE FORCES
FDR's leadership brought the country out of the depression.,NATIONAL INFRASTRUCTURE IS A BUILDING,CAUSES ARE FORCES
That experience pushed him over the edge,EFFECTIVE GOVERNMENT INSTITUTION IS A STRONG BUILDING,CAUSES ARE FORCES
Thriving community centers have proven to be an effective treatment against violent crime in a number of neighborhoods.,GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS INVADING A TERRITORY,CAUSING DECREASE IN CRIME IS TREATING DISEASE
Another round of cuts will cripple the economy.,IMPROVING EDUCATION IS FINANCIAL INVESTMENT,CAUSING ECONOMIC HARDSHIP IS CAUSING PHYSICAL HARM
"... allow courts to circumvent the First Amendment, slowly eroding the freedom of the press in a much more subtle manner than if they gagged the media directly.",IMPEDIMENTS TO ACTION ARE ANTAGONISTIC FORCES,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH
The government should not muzzle the press.,IMPEDIMENTS TO UTILIZING EDUCATIONAL OPPORTUNITIES IS ANTAGONISTIC FORCE,CENSORSHIP IS PHYSICAL RESTRAINING OF MOUTH
The plans for the trip have finally been firmed up.,DOING EVIL IS FALLING,CERTAIN IS FIRM
Next year's budget is fairly solid at this point.,EFFECTIVE GOVERNMENT INSTITUTION IS A STRONG BUILDING,CERTAIN IS FIRM
The US handed over control of the prisoners to Afghan authorities.,PURPOSEFUL THINKING IS GOAL-DIRECTED MOTION,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
The Democrats wrested control of four governerships from the Republicans,POLITICAL UNREST IS A WILDFIRE,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
The government acquired control of the company's assets.,POLITICAL REGION IS A VEHICLE,CHANGE IN CONTROLLER IS TRANSFER OF POSSESSION
I got a headache.,CAREER IS A BUILDING,CHANGE OF STATE IS CHANGE OF POSSESSION
My headache went away.,MIND IS A BUILDING,CHANGE OF STATE IS CHANGE OF POSSESSION
He lost his faith.,TAXATION IS SLAVERY,CHANGE IS LOSS
He got rid of his headache.,MIND IS A BUILDING,CHANGE IS LOSS
He went crazy.,CAREER IS A BUILDING,CHANGE OF STATE IS CHANGE OF LOCATION
He fell into a depression.,TAXATION IS SLAVERY,CHANGE OF STATE IS CHANGE OF LOCATION
I came out of my depression.,TAXATION IS SLAVERY,CHANGE OF STATE IS CHANGE OF LOCATION
He went over the edge.,LEADING A GROUP IS DRIVING A VEHICLE,CHANGE OF STATE IS CHANGE OF LOCATION
Things have gone from bad to worse lately.,GOVERNMENT REGULATION IS A BARRIER,CHANGE OF STATE IS CHANGE OF LOCATION
I got a headache.,CAREER IS A BUILDING,CHANGE OF STATE IS CHANGE OF POSSESSION
My headache went away.,MIND IS A BUILDING,CHANGE OF STATE IS CHANGE OF POSSESSION
One down of the three pillars of “unalienable” rights that hold up this great country of ours.,GOVERNMENT'S POSITIVE TREATMENT OF RIGHTS IS STRENGTHENING AN OBJECT,CITIZEN RIGHTS ARE PHYSICAL STRUCTURES
,NONE,POLITICAL UNREST IS A WILDFIRE
"This is an usagainst-them battle, but the “them” are those who would dismantle our rights.",CONSIDERING THE IMPORTANCE OF RIGHTS IS PLAYING A GAME,CITIZEN RIGHTS ARE PHYSICAL STRUCTURES
Don't let anyone take away your right to vote.,IMPROVING A STATE IS MOTION TO A PREFERRED LOCATION,CITIZEN RIGHTS ARE POSSESSIONS
Do gun rights protect against tyranny?,EXPLOITATION OF RESOURCES IS A PARASITIC INFECTION,CITIZEN RIGHTS ARE SHIELDS FROM HARM
We need to protect our rights from infringement.,INCREASING GOVERNMENT DEBT IS RISING WATER LEVEL,CITIZEN RIGHTS ARE TERRITORIES
Nine reasons why we should fire Congress,IMPROVING A STATE IS MOTION TO A PREFERRED LOCATION,CITIZENS ARE EMPLOYERS
Snitch Culture: How Citizens are Turned into the Eyes and Ears of the State,GOVERNMENT'S POSITIVE TREATMENT OF RIGHTS IS SUPPORTING A PHYSICAL STRUCTURE,CITIZENS ARE EYES AND EARS
This new slavery is a total dependence by individuals and families on government for the materials and funds necessary to maintain a minimum standard of living.,SURVIVING CANCER IS WINNING A COMPETITION,CITIZENS ARE SLAVES
...the people of America’s needs and priorities become second to the needs of the state and the people of America become enslaved to the state.,RELATEDNESS IS PROXIMITY,CITIZENS ARE SLAVES
My mind was racing.,RIGHTS ARE TERRITORIES,COGNIZING IS BODILY FUNCTIONING
My mind is tired.,MIND IS A BUILDING,COGNIZING IS BODILY FUNCTIONING
Do I have to draw a picture for you?,CAREER IS A BUILDING,COMMUNICATING IS DRAWING A PICTURE
He painted an idyllic picture of their life together.,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,COMMUNICATING IS DRAWING A PICTURE
I've been feeding him stock market tips for weeks.,LEADING A GROUP IS DRIVING A VEHICLE,COMMUNICATING IS FEEDING
This book will guide you step by step how to apply for citizenship.,CONSIDERING THE IMPORTANCE OF RIGHTS IS PLAYING A GAME,COMMUNICATING IS GUIDING
You gave me a great idea!,GOVERNMENT IS REFEREE,COMMUNICATING IS OBJECT TRANSFER
Try to pack more thoughts into fewer words.,COMMUNICATING IS POINTING,COMMUNICATING IS OBJECT TRANSFER
Whenever you have a good idea practice capturing it in words.,PAST IS BEHIND,COMMUNICATING IS OBJECT TRANSFER
Don't force your meanings into the wrong words.,AMOUNT OF PROGRESS IS AMOUNT OF DISTANCE MOVED,COMMUNICATING IS OBJECT TRANSFER
Try to get your thoughts across better.,TRUST IN GOVERNMENT IS A BUILDING,COMMUNICATING IS OBJECT TRANSFER
You still have to give me an idea of what you mean.,MEMORIZATION IS WRITING,COMMUNICATING IS OBJECT TRANSFER
He pointed out that global warming is real.,EQUALITY IS BEING ON THE SAME VERTICAL LEVEL,COMMUNICATING IS POINTING
Let me illustrate the theory with some examples.,TRUST RELATIONSHIPS ARE BUILDINGS,COMMUNICATING IS SHOWING
I'm now going to show you that you are wrong.,RESOURCE IS A LIQUID,COMMUNICATING IS SHOWING
We have to restructure this firm.,DEVELOPING AN ATTRIBUTE IS CULTIVATION,COMPANY IS A COMPLEX STRUCTURE
The arms race.,COMPETITION IS A RACE,COMPETITION IS A RACE
"We’ve been playing chess for years, and he’s finally pulling ahead of me.",ACHIEVING GUN RIGHTS IS REACHING A DESTINATION,COMPETITION IS A RACE
"He’s a better writer than I am, and he’s widening the distance.",EFFECTIVE GOVERNMENT INSTITUTION IS A STRONG BUILDING,COMPETITION IS A RACE
Vanity finally drove me to have the operation.,TRUST IN GOVERNMENT IS A BUILDING,COMPULSION IS A COMPELLING FORCE
Wake up!,HAPPY IS UP,CONSCIOUS IS UP
I'm up!,HAPPY IS UP,CONSCIOUSNESS IS VERTICALITY
“Your dead kids don’t trump my Constitutional rights.”,CAREER IS A BUILDING,CONSIDERING THE IMPORTANCE OF RIGHTS IS PLAYING A GAME
There is both cotton and polyester in that shirt.,UNCONSCIOUS IS DOWN,CONSTITUENTS ARE CONTENTS
This drink is loaded with vitamins.,TRUST IN GOVERNMENT IS A BUILDING,CONSTITUENTS ARE CONTENTS
Our agenda is packed with events.,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,CONSTITUENTS ARE CONTENTS
There are seven days in a week.,TIME IS A SUBSTANCE,CONSTITUENTS ARE CONTENTS
This SUV sure is a gas guzzler.,SURVIVING CANCER IS WINNING A COMPETITION,CONSUMING RESOURCES IS EATING
Demand for paper goods is eating away at our planet's forests.,GOVERNMENT'S POSITIVE TREATMENT OF RIGHTS IS SUPPORTING A PHYSICAL STRUCTURE,CONSUMING RESOURCES IS EATING
Developing nations are gobbling up our fossil fuels at any alarming rate.,GOVERNMENT'S HARMFUL TREATMENT OF RIGHTS IS TRAMPLING ON AN OBJECT,CONSUMING TOO MANY RESOURCES IS EATING TOO MUCH FOOD
The United States' insatiable appetite for electronics will entirely consume our supply of rare metals.,GOVERNMENT'S POSITIVE TREATMENT OF RIGHTS IS STRENGTHENING AN OBJECT,CONSUMING TOO MANY RESOURCES IS EATING TOO MUCH FOOD
His actions are beyond my control.,TERMINATION OF CONTROL IS LOSS OF A POSSESSION,CONTROL IS A BOUNDED REGION
The whole situation spiraled out of (our) control.,FULLY COMMUNICATING A SEQUENCE OF THOUGHT IS SPELLING,CONTROL IS A BOUNDED REGION
He returned to power.,GOVERNMENT IS REFEREE,CONTROL IS A BOUNDED REGION
The president is in control of the executive branch.,CONTROL IS A POSSESSION,CONTROL IS A BOUNDED REGION
President Mubarak has stepped down from power.,EFFECTIVE GOVERNMENT INSTITUTION IS A STRONG BUILDING,CONTROL IS A BOUNDED REGION
He has control over all the workers.,CONTROL IS A POSSESSION,CONTROL IS A POSSESSION
The president kept his hold on power.,PAST IS BEHIND,CONTROL IS A POSSESSION
She regained control of the assembly.,GOVERNMENT IS REFEREE,CONTROL IS A POSSESSION
He possesses the power to heal small animals.,PREVENTED CHANGE OF STATE IS PREVENTED CHANGE OF LOCATION,CONTROL IS A POSSESSION
He's putty in her hands.,PASSION IS HEAT,CONTROL IS OBJECT MANIPULATION
I am on top of the situation.,EQUALITY IS BEING ON THE SAME VERTICAL LEVEL,CONTROL IS UP
He's in a superior position.,HIERARCHY IS A VERTICAL STRUCTURE,CONTROL IS UP
He's in the high command.,HIERARCHY IS A VERTICAL STRUCTURE,CONTROL IS UP
He's in the upper echelon.,GOVERNMENT IS A PERSON,CONTROL IS UP
His power rose.,MONEY IS A RESOURCE,CONTROL IS UP
Report to your superiors for duty.,PREVENTING UTILIZATION OF EDUCATIONAL RESOURCES IS CLOSING A PORTAL,CONTROL IS VERTICALITY
He's the low man on the totem pole.,OTHER,CONTROL IS VERTICALITY
